country,city,year,pollutant,avg_value,median_value,p95_value,measurements,max_value,min_value
HU,Baranya,2019,o3,64.99908,64.99908,64.99908,1,64.99908,64.99908
HU,Baranya,2019,pm10,17.233332,17.233332,17.233332,1,17.233332,17.233332
HU,Baranya,2019,so2,2.3401798,2.3401798,2.73825925,2,2.7824903,1.8978693
HU,Borsod-Abaúj-Zemplén,2019,co,413.6505133333333,383.16293,491.34508999999997,3,503.36533,354.42328
HU,Borsod-Abaúj-Zemplén,2019,no2,12.993854766666667,5.350262,28.0387319,3,30.559673,3.0716293
HU,Borsod-Abaúj-Zemplén,2019,o3,50.3759655,50.3759655,52.70692095,2,52.965916,47.786015
HU,Borsod-Abaúj-Zemplén,2019,pm10,6.91057515,7.5132403000000005,9.510253149999999,4,9.618319,2.997501
HU,Borsod-Abaúj-Zemplén,2019,so2,1.9356746666666667,2.1588492,2.30563047,3,2.3219395,1.3262353
HU,Budapest,2019,co,459.47556000000003,388.4862,703.49034,5,721.001,202.1275
HU,Budapest,2019,no2,14.862210600000001,12.154327,27.857993999999998,5,30.9826,5.235376
HU,Budapest,2019,o3,43.60807333333333,44.51196,51.226662000000005,3,51.97274,34.33952
HU,Budapest,2019,pm10,13.969356200000002,10.23682,26.900523999999997,5,29.93132,6.704144
HU,Budapest,2019,so2,8.18774594,4.342052,23.629127799999996,5,28.31962,1.5677567
HU,Bács-Kiskun,2019,pm10,0.0,0.0,0.0,1,0.0,0.0
HU,Csongrád,2019,co,427.1903,427.1903,427.1903,1,427.1903,427.1903
HU,Csongrád,2019,no2,15.6146,15.6146,15.6146,1,15.6146,15.6146
HU,Csongrád,2019,pm10,17.74627,17.74627,17.74627,1,17.74627,17.74627
HU,Csongrád,2019,pm25,1.0503705,1.0503705,1.0503705,1,1.0503705,1.0503705
HU,Csongrád,2019,so2,8.459427,8.459427,8.459427,1,8.459427,8.459427
HU,Fejér,2019,co,642.83636,642.83636,642.83636,1,642.83636,642.83636
HU,Fejér,2019,no2,11.267984,11.267984,11.267984,1,11.267984,11.267984
HU,Fejér,2019,o3,30.95286,30.95286,30.95286,1,30.95286,30.95286
HU,Fejér,2019,pm10,10.2034,10.2034,10.2034,1,10.2034,10.2034
HU,Fejér,2019,so2,1.1768515,1.1768515,1.1768515,1,1.1768515,1.1768515
HU,Gyor-Moson-Sopron,2019,co,320.4239066666667,288.6306,426.95808,3,442.3278,230.31332
HU,Gyor-Moson-Sopron,2019,no2,2.5602228,1.05589235,7.2265082299999985,4,8.1291065,0.0
HU,Gyor-Moson-Sopron,2019,o3,66.280808,70.63796,71.067737,3,71.11549,57.088974
HU,Gyor-Moson-Sopron,2019,pm10,13.324074249999999,15.0413485,22.7585615,4,23.2136,0.0
HU,Gyor-Moson-Sopron,2019,so2,2.6443227250000003,2.1538117000000003,5.173641104999999,4,5.7044277,0.5652398
HU,Hajdú-Bihar,2019,co,311.93616,311.93616,311.93616,1,311.93616,311.93616
HU,Hajdú-Bihar,2019,no2,4.700516,4.700516,4.700516,1,4.700516,4.700516
HU,Hajdú-Bihar,2019,o3,59.2885,59.2885,59.2885,1,59.2885,59.2885
HU,Hajdú-Bihar,2019,pm10,7.39128,7.39128,7.39128,1,7.39128,7.39128
HU,Hajdú-Bihar,2019,so2,2.2368965,2.2368965,2.2368965,1,2.2368965,2.2368965
HU,Hungarian Air Quality Network,2017,co,385.6159566666667,356.98264,520.805014,3,539.0075,260.85773
HU,Hungarian Air Quality Network,2017,no2,17.51928523333333,24.444632,24.5716526,3,24.585766,3.5274577
HU,Hungarian Air Quality Network,2017,o3,70.82879,70.82879,87.323873,2,89.15666,52.50092
HU,Hungarian Air Quality Network,2017,pm10,19.788928333333335,19.67313,26.852614499999998,3,27.650335,12.04332
HU,Hungarian Air Quality Network,2017,so2,4.162637766666666,4.2453003,5.13179013,3,5.230289,3.012324
HU,Hungarian Regional Background Air Pollution  Monitoring Network,2017,pm10,32.6,32.6,32.6,1,32.6,32.6
HU,Komárom-Esztergom,2018,pm10,16.828333,16.828333,16.828333,1,16.828333,16.828333
HU,Komárom-Esztergom,2019,co,277.30740000000003,277.30740000000003,293.960037,2,295.81033,258.80447
HU,Komárom-Esztergom,2019,no2,8.691521999999999,8.691521999999999,9.2874831,2,9.353701,8.029343
HU,Komárom-Esztergom,2019,o3,44.6392745,44.6392745,53.13693815,2,54.081123,35.197426
HU,Komárom-Esztergom,2019,pm10,11.26373,11.26373,11.26373,1,11.26373,11.26373
HU,Komárom-Esztergom,2019,so2,2.9563185,2.9563185,5.61700515,2,5.912637,0.0
HU,Pest,2019,co,119.933525,119.933525,119.933525,1,119.933525,119.933525
HU,Pest,2019,no2,5.330231,5.330231,5.330231,1,5.330231,5.330231
HU,Pest,2019,o3,59.78852,59.78852,59.78852,1,59.78852,59.78852
HU,Pest,2019,pm10,7.984609,7.984609,7.984609,1,7.984609,7.984609
HU,Pest,2019,so2,2.656069,2.656069,2.656069,1,2.656069,2.656069
HU,Szabolcs-Szatmár-Bereg,2019,co,593.05023,593.05023,593.05023,1,593.05023,593.05023
HU,Szabolcs-Szatmár-Bereg,2019,no2,34.134296,34.134296,34.134296,1,34.134296,34.134296
HU,Szabolcs-Szatmár-Bereg,2019,pm10,14.351755,14.351755,14.351755,1,14.351755,14.351755
HU,Szabolcs-Szatmár-Bereg,2019,so2,0.0376001,0.0376001,0.0376001,1,0.0376001,0.0376001
HU,Veszprém,2019,co,354.33230000000003,354.33230000000003,552.91361,2,574.9782,133.6864
HU,Veszprém,2019,no2,7.642495,7.642495,8.5049029,2,8.600726,6.684264
HU,Veszprém,2019,o3,41.561724999999996,41.561724999999996,43.4472835,2,43.65679,39.46666
HU,Veszprém,2019,pm10,4.219365,4.219365,4.8783468,2,4.951567,3.487163
HU,Veszprém,2019,so2,10.996878500000001,10.996878500000001,14.42048885,2,14.80089,7.192867
ID,Bandung,2015,pm25,8.8,8.8,8.8,1,8.8,8.8
ID,Jakarta,2019,pm25,55.5,55.5,57.75,2,58.0,53.0
IE,Cork City,2019,no2,41.10532,41.10532,41.10532,1,41.10532,41.10532
IE,Cork City,2019,o3,53.913334,53.913334,53.913334,1,53.913334,53.913334
IE,Cork City,2019,pm10,19.608875,19.608875,28.0608875,2,29.0,10.21775
IE,Cork City,2019,pm25,4.855,4.855,4.855,1,4.855,4.855
IE,Cork City,2019,so2,12.520329,12.520329,12.520329,1,12.520329,12.520329
IE,Dublin City,2018,co,0.05735562,0.05735562,0.05735562,1,0.05735562,0.05735562
IE,Dublin City,2018,no2,61.52556,61.52556,61.52556,1,61.52556,61.52556
IE,Dublin City,2018,so2,1.4898617,1.4898617,1.4898617,1,1.4898617,1.4898617
IE,Dublin City,2019,co,0.19419257,0.19419257,0.19419257,1,0.19419257,0.19419257
IE,Dublin City,2019,no2,15.452137733333332,18.937298,23.7033866,3,24.232952,3.1861632
IE,Dublin City,2019,o3,36.5557035,36.5557035,40.20223665,2,40.607407,32.504
IE,Dublin City,2019,pm10,14.0741166,16.1125,23.0031486,5,24.32422,0.0
IE,Dublin City,2019,pm25,11.444298,11.444298,13.661491199999999,2,13.907846,8.98075
IE,Dublin City,2019,so2,0.510242265,0.510242265,0.8338002165,2,0.8697511,0.15073343
IE,Dunlaoghaire-Rathdown,2018,no2,4.311061,4.311061,4.311061,1,4.311061,4.311061
IE,Dunlaoghaire-Rathdown,2019,no2,13.513779,13.513779,13.513779,1,13.513779,13.513779
IE,Dunlaoghaire-Rathdown,2019,o3,52.775555,52.775555,52.775555,1,52.775555,52.775555
IE,Fingal,2019,no2,16.558315,16.558315,16.558315,1,16.558315,16.558315
IE,Kerry,2019,o3,72.9,72.9,72.9,1,72.9,72.9
IE,Kilkenny,2019,no2,5.518839,5.518839,5.518839,1,5.518839,5.518839
IE,Kilkenny,2019,o3,69.49833,69.49833,69.49833,1,69.49833,69.49833
IE,Laois,2019,co,0.18578374,0.18578374,0.18578374,1,0.18578374,0.18578374
IE,Laois,2019,no2,4.9734279,4.9734279,8.40713049,2,8.788653,1.1582028
IE,Laois,2019,o3,59.22278,59.22278,59.22278,1,59.22278,59.22278
IE,Laois,2019,so2,0.40195552,0.40195552,0.40195552,1,0.40195552,0.40195552
IE,Limerick,2018,pm10,31.6,31.6,31.6,1,31.6,31.6
IE,Limerick,2018,pm25,28.1,28.1,28.1,1,28.1,28.1
IE,Limerick,2019,so2,1.7955,1.7955,1.7955,1,1.7955,1.7955
IE,Longford,2018,pm25,6.7,6.7,6.7,1,6.7,6.7
IE,Mayo,2019,o3,55.884995,55.884995,55.884995,1,55.884995,55.884995
IE,Mayo,2019,pm10,7.0,7.0,7.0,1,7.0,7.0
IE,Monaghan,2019,no2,2.828922,2.828922,2.828922,1,2.828922,2.828922
IE,Monaghan,2019,o3,68.53611,68.53611,68.53611,1,68.53611,68.53611
IE,Monaghan,2019,so2,0.4662315,0.4662315,0.4662315,1,0.4662315,0.4662315
IE,South Dublin,2019,pm10,12.2475,12.2475,12.2475,1,12.2475,12.2475
IE,South Dublin,2019,so2,5.985,5.985,5.985,1,5.985,5.985
IE,Wexford,2019,no2,27.511955,27.511955,27.511955,1,27.511955,27.511955
IE,Wexford,2019,pm10,7.10975,7.10975,7.10975,1,7.10975,7.10975
IE,Wicklow,2019,o3,32.179443,32.179443,32.179443,1,32.179443,32.179443
IE,unused,2019,o3,72.78,72.78,72.78,1,72.78,72.78
IL,Rehovot,2015,pm25,23.4,23.4,23.4,1,23.4,23.4
IL,איזור יהודה,2019,co,0.425,0.4,0.57,4,0.6,0.3
IL,איזור יהודה,2019,no2,0.016274999999999998,0.0127,0.029754999999999993,4,0.0319,0.0078
IL,איזור יהודה,2019,o3,0.019225,0.00905,0.05139499999999998,4,0.0578,0.001
IL,איזור יהודה,2019,so2,0.0006000000000000001,0.00045,0.0013499999999999996,4,0.0015,0.0
IL,אילת,2019,co,0.44999999999999996,0.44999999999999996,0.585,2,0.6,0.3
IL,אילת,2019,no2,0.020749999999999998,0.020749999999999998,0.021335,2,0.0214,0.0201
IL,אילת,2019,o3,0.028399999999999998,0.028399999999999998,0.03326,2,0.0338,0.023
IL,אילת,2019,so2,0.0009,0.0009,0.0011699999999999998,2,0.0012,0.0006
IL,גוש דן,2019,co,0.5833333333333334,0.6,0.7,6,0.7,0.4
IL,גוש דן,2019,no2,0.019566666666666666,0.01825,0.028025,6,0.0292,0.0131
IL,גוש דן,2019,o3,0.018279999999999998,0.0129,0.04983999999999999,5,0.0578,0.0007
IL,גוש דן,2019,so2,0.0004,5e-05,0.0015999999999999999,6,0.0019,-0.0003
IL,חיפה וקריות,2019,co,0.3444444444444444,0.3,0.6599999999999999,9,0.7,0.0
IL,חיפה וקריות,2019,no2,0.028544444444444445,0.02,0.08009999999999998,9,0.1139,0.0048
IL,חיפה וקריות,2019,o3,0.012355555555555555,0.0115,0.03737999999999999,9,0.0503,0.001
IL,חיפה וקריות,2019,so2,0.0008111111111111111,0.001,0.00132,9,0.0014,0.0
IL,ירושלים,2018,co,0.6,0.6,0.6,1,0.6,0.6
IL,ירושלים,2018,no2,0.0131,0.0131,0.0131,1,0.0131,0.0131
IL,ירושלים,2018,o3,0.0473,0.0473,0.0473,1,0.0473,0.0473
IL,ירושלים,2018,so2,0.0003,0.0003,0.0003,1,0.0003,0.0003
IL,ירושלים,2019,co,0.3,0.3,0.6599999999999999,5,0.7,0.0
IL,ירושלים,2019,no2,0.02076,0.0217,0.0286,5,0.0286,0.0053
IL,ירושלים,2019,o3,0.01986,0.023,0.031639999999999995,5,0.0338,0.0083
IL,ירושלים,2019,so2,0.0012200000000000002,0.0009,0.00242,5,0.0025,-0.0002
IL,מישור החוף הדרומי,2018,co,0.0,0.0,0.0,1,0.0,0.0
IL,מישור החוף הדרומי,2018,no2,0.0026,0.0026,0.0026,1,0.0026,0.0026
IL,מישור החוף הדרומי,2018,o3,0.0306,0.0306,0.0306,1,0.0306,0.0306
IL,מישור החוף הדרומי,2018,so2,0.0007,0.0007,0.0007,1,0.0007,0.0007
IL,מישור החוף הדרומי,2019,co,0.45714285714285713,0.5,0.6699999999999999,7,0.7,0.3
IL,מישור החוף הדרומי,2019,no2,0.017442857142857142,0.0148,0.02857,7,0.0286,0.008
IL,מישור החוף הדרומי,2019,o3,0.01102857142857143,0.0113,0.021789999999999997,7,0.0238,0.001
IL,מישור החוף הדרומי,2019,so2,0.0008428571428571428,0.0006,0.0021799999999999988,7,0.0026,-0.0002
IL,עמק יזרעאל,2019,co,0.16666666666666666,0.2,0.29,3,0.3,0.0
IL,עמק יזרעאל,2019,no2,0.014466666666666668,0.012,0.019020000000000002,3,0.0198,0.0116
IL,עמק יזרעאל,2019,o3,0.0084,0.0099,0.01152,3,0.0117,0.0036
IL,עמק יזרעאל,2019,so2,0.0016,0.0016,0.00241,3,0.0025,0.0007
IL,צפון,2019,co,0.44999999999999996,0.44999999999999996,0.6749999999999999,2,0.7,0.2
IL,צפון,2019,no2,0.0174,0.0174,0.022619999999999998,2,0.0232,0.0116
IL,צפון,2019,o3,0.009000000000000001,0.009000000000000001,0.01422,2,0.0148,0.0032
IL,צפון,2019,so2,0.0023,0.0023,0.00248,2,0.0025,0.0021
IL,צפון הנגב,2018,co,1.6,1.6,1.6,1,1.6,1.6
IL,צפון הנגב,2018,no2,0.0061,0.0061,0.0061,1,0.0061,0.0061
IL,צפון הנגב,2018,o3,0.0106,0.0106,0.0106,1,0.0106,0.0106
IL,צפון הנגב,2018,so2,-0.0001,-0.0001,-0.0001,1,-0.0001,-0.0001
IL,צפון הנגב,2019,co,0.34285714285714286,0.3,0.7,7,0.7,0.0
IL,צפון הנגב,2019,no2,0.02982857142857143,0.0135,0.08827999999999994,7,0.1139,0.0053
IL,צפון הנגב,2019,o3,0.012685714285714286,0.016,0.01628,7,0.0164,0.0019
IL,צפון הנגב,2019,so2,0.0013857142857142857,0.0009,0.004079999999999997,7,0.0054,-0.0002
IL,שומרון,2019,co,0.3,0.3,0.3,1,0.3,0.3
IL,שומרון,2019,no2,0.0048,0.0048,0.0048,1,0.0048,0.0048
IL,שומרון,2019,o3,0.0503,0.0503,0.0503,1,0.0503,0.0503
IL,שומרון,2019,so2,0.0066,0.0066,0.0066,1,0.0066,0.0066
IL,שפלה פנימית,2018,co,0.4,0.4,0.4,1,0.4,0.4
IL,שפלה פנימית,2018,no2,0.0429,0.0429,0.0429,1,0.0429,0.0429
IL,שפלה פנימית,2018,o3,0.0438,0.0438,0.0438,1,0.0438,0.0438
IL,שפלה פנימית,2018,so2,0.0,0.0,0.0,1,0.0,0.0
IL,שפלה פנימית,2019,co,0.25,0.25,0.55,6,0.6,0.0
IL,שפלה פנימית,2019,no2,0.016616666666666665,0.0204,0.027625,6,0.0286,0.0028
IL,שפלה פנימית,2019,o3,0.020066666666666667,0.020749999999999998,0.0332,6,0.036,0.001
IL,שפלה פנימית,2019,so2,0.0028166666666666665,0.0029,0.0058,6,0.0066,0.0002
IL,שרון,2019,co,0.26666666666666666,0.1,0.5499999999999999,3,0.6,0.1
IL,שרון,2019,no2,0.017733333333333334,0.014,0.02543,3,0.0267,0.0125
IL,שרון,2019,o3,0.007466666666666667,0.0081,0.01197,3,0.0124,0.0019
IL,שרון,2019,so2,0.0009666666666666666,0.0003,0.0023699999999999997,3,0.0026,0.0
IL,תחנות ניידות,2019,co,0.6199999999999999,0.7,0.7,5,0.7,0.3
IL,תחנות ניידות,2019,no2,0.0164,0.02,0.02774,5,0.0285,0.0035
IL,תחנות ניידות,2019,o3,0.009349999999999999,0.00785,0.019575,6,0.0215,0.0019
IL,תחנות ניידות,2019,so2,0.0008200000000000001,0.001,0.00132,5,0.0014,0.0002
IN, Alwar,2019,co,630.0,630.0,630.0,1,630.0,630.0
IN, Alwar,2019,no2,33.85,33.85,33.85,1,33.85,33.85
IN, Alwar,2019,o3,55.5,55.5,55.5,1,55.5,55.5
IN, Alwar,2019,pm10,102.82,102.82,102.82,1,102.82,102.82
IN, Alwar,2019,pm25,30.95,30.95,30.95,1,30.95,30.95
IN, Alwar,2019,so2,16.27,16.27,16.27,1,16.27,16.27
IN,Agra,2019,co,270.0,270.0,270.0,1,270.0,270.0
IN,Agra,2019,no2,14.5,14.5,14.5,1,14.5,14.5
IN,Agra,2019,o3,13.7,13.7,13.7,1,13.7,13.7
IN,Agra,2019,pm25,47.0,47.0,47.0,1,47.0,47.0
IN,Agra,2019,so2,3.7,3.7,3.7,1,3.7,3.7
IN,Ahmedabad,2019,co,1140.0,1140.0,1140.0,1,1140.0,1140.0
IN,Ahmedabad,2019,no2,67.61,67.61,67.61,1,67.61,67.61
IN,Ahmedabad,2019,o3,0.0,0.0,0.0,1,0.0,0.0
IN,Ahmedabad,2019,pm25,85.37,85.37,85.37,1,85.37,85.37
IN,Ahmedabad,2019,so2,242.85,242.85,242.85,1,242.85,242.85
IN,Ajmer,2019,co,830.0,830.0,830.0,1,830.0,830.0
IN,Ajmer,2019,no2,12.06,12.06,12.06,1,12.06,12.06
IN,Ajmer,2019,o3,13.41,13.41,13.41,1,13.41,13.41
IN,Ajmer,2019,pm10,216.25,216.25,216.25,1,216.25,216.25
IN,Ajmer,2019,pm25,109.53,109.53,109.53,1,109.53,109.53
IN,Ajmer,2019,so2,5.27,5.27,5.27,1,5.27,5.27
IN,Amaravati,2019,co,1110.0,1110.0,1110.0,1,1110.0,1110.0
IN,Amaravati,2019,no2,46.5,46.5,46.5,1,46.5,46.5
IN,Amaravati,2019,o3,10.0,10.0,10.0,1,10.0,10.0
IN,Amaravati,2019,pm10,204.0,204.0,204.0,1,204.0,204.0
IN,Amaravati,2019,pm25,52.0,52.0,52.0,1,52.0,52.0
IN,Amaravati,2019,so2,11.2,11.2,11.2,1,11.2,11.2
IN,Ambala ,2019,co,350.0,350.0,350.0,1,350.0,350.0
IN,Ambala ,2019,no2,44.98,44.98,44.98,1,44.98,44.98
IN,Ambala ,2019,o3,31.0,31.0,31.0,1,31.0,31.0
IN,Ambala ,2019,pm10,66.11,66.11,66.11,1,66.11,66.11
IN,Ambala ,2019,pm25,32.45,32.45,32.45,1,32.45,32.45
IN,Ambala ,2019,so2,21.2,21.2,21.2,1,21.2,21.2
IN,Amritsar,2019,co,860.0,860.0,860.0,1,860.0,860.0
IN,Amritsar,2019,no2,16.64,16.64,16.64,1,16.64,16.64
IN,Amritsar,2019,o3,29.95,29.95,29.95,1,29.95,29.95
IN,Amritsar,2019,pm10,65.85,65.85,65.85,1,65.85,65.85
IN,Amritsar,2019,pm25,28.81,28.81,28.81,1,28.81,28.81
IN,Amritsar,2019,so2,366.93,366.93,366.93,1,366.93,366.93
IN,Ankleshwar,2019,co,670.0,670.0,670.0,1,670.0,670.0
IN,Ankleshwar,2019,no2,14.68,14.68,14.68,1,14.68,14.68
IN,Ankleshwar,2019,o3,2.54,2.54,2.54,1,2.54,2.54
IN,Ankleshwar,2019,pm10,89.29,89.29,89.29,1,89.29,89.29
IN,Ankleshwar,2019,pm25,38.22,38.22,38.22,1,38.22,38.22
IN,Ankleshwar,2019,so2,13.74,13.74,13.74,1,13.74,13.74
IN,Asansol,2019,co,450.0,450.0,450.0,1,450.0,450.0
IN,Asansol,2019,no2,32.02,32.02,32.02,1,32.02,32.02
IN,Asansol,2019,o3,5.15,5.15,5.15,1,5.15,5.15
IN,Asansol,2019,pm10,50.01,50.01,50.01,1,50.01,50.01
IN,Asansol,2019,pm25,30.91,30.91,30.91,1,30.91,30.91
IN,Asansol,2019,so2,0.89,0.89,0.89,1,0.89,0.89
IN,Aurangabad,2019,co,470.0,470.0,470.0,1,470.0,470.0
IN,Aurangabad,2019,no2,2.63,2.63,2.63,1,2.63,2.63
IN,Aurangabad,2019,o3,0.0,0.0,0.0,1,0.0,0.0
IN,Aurangabad,2019,pm10,65.05,65.05,65.05,1,65.05,65.05
IN,Aurangabad,2019,pm25,56.25,56.25,56.25,1,56.25,56.25
IN,Aurangabad,2019,so2,2.43,2.43,2.43,1,2.43,2.43
IN,Baghpat,2019,co,760.0,760.0,760.0,1,760.0,760.0
IN,Baghpat,2019,no2,28.9,28.9,28.9,1,28.9,28.9
IN,Baghpat,2019,o3,35.7,35.7,35.7,1,35.7,35.7
IN,Baghpat,2019,pm10,175.0,175.0,175.0,1,175.0,175.0
IN,Baghpat,2019,pm25,110.0,110.0,110.0,1,110.0,110.0
IN,Baghpat,2019,so2,58.2,58.2,58.2,1,58.2,58.2
IN,Bahadurgarh ,2019,co,0.0,0.0,0.0,1,0.0,0.0
IN,Bahadurgarh ,2019,no2,0.0,0.0,0.0,1,0.0,0.0
IN,Bahadurgarh ,2019,o3,0.0,0.0,0.0,1,0.0,0.0
IN,Bahadurgarh ,2019,pm10,0.0,0.0,0.0,1,0.0,0.0
IN,Bahadurgarh ,2019,pm25,0.0,0.0,0.0,1,0.0,0.0
IN,Bahadurgarh ,2019,so2,0.0,0.0,0.0,1,0.0,0.0
IN,Ballabgarh,2019,co,700.0,700.0,700.0,1,700.0,700.0
IN,Ballabgarh,2019,no2,35.18,35.18,35.18,1,35.18,35.18
IN,Ballabgarh,2019,o3,25.09,25.09,25.09,1,25.09,25.09
IN,Ballabgarh,2019,pm10,449.29,449.29,449.29,1,449.29,449.29
IN,Ballabgarh,2019,pm25,117.57,117.57,117.57,1,117.57,117.57
IN,Ballabgarh,2019,so2,3.5,3.5,3.5,1,3.5,3.5
IN,Bathinda ,2019,co,1510.0,1510.0,1510.0,1,1510.0,1510.0
IN,Bathinda ,2019,no2,21.43,21.43,21.43,1,21.43,21.43
IN,Bathinda ,2019,pm10,66.44,66.44,66.44,1,66.44,66.44
IN,Bathinda ,2019,pm25,19.07,19.07,19.07,1,19.07,19.07
IN,Bathinda ,2019,so2,0.33,0.33,0.33,1,0.33,0.33
IN,Bengaluru,2017,o3,17.11,17.11,17.11,1,17.11,17.11
IN,Bengaluru,2018,co,912.0,910.0,1402.0,5,1510.0,330.0
IN,Bengaluru,2018,no2,78.79400000000001,46.86,159.614,5,166.55,23.67
IN,Bengaluru,2018,o3,15.57,15.57,15.57,1,15.57,15.57
IN,Bengaluru,2018,pm10,141.595,141.595,210.75549999999998,2,218.44,64.75
IN,Bengaluru,2018,pm25,43.449999999999996,43.79,45.437,3,45.62,40.94
IN,Bengaluru,2018,so2,4.942,4.49,6.4799999999999995,5,6.63,3.83
IN,Bengaluru,2019,co,574.094,480.0,1293.4999999999995,10,1460.0,0.17
IN,Bengaluru,2019,no2,21.045,14.530000000000001,54.8915,10,56.03,0.05
IN,Bengaluru,2019,o3,44.13571428571429,30.44,108.70699999999994,7,137.15,19.01
IN,Bengaluru,2019,pm10,105.19714285714285,84.0,205.7249999999999,7,243.75,40.63
IN,Bengaluru,2019,pm25,45.5125,37.0,84.70949999999999,8,85.63,14.24
IN,Bengaluru,2019,so2,4.361,4.074999999999999,7.919999999999999,10,8.1,0.0
IN,Bhiwadi,2019,co,1070.0,1070.0,1070.0,1,1070.0,1070.0
IN,Bhiwadi,2019,no2,57.05,57.05,57.05,1,57.05,57.05
IN,Bhiwadi,2019,o3,0.92,0.92,0.92,1,0.92,0.92
IN,Bhiwadi,2019,pm10,211.7,211.7,211.7,1,211.7,211.7
IN,Bhiwadi,2019,pm25,107.25,107.25,107.25,1,107.25,107.25
IN,Bhiwadi,2019,so2,4.2,4.2,4.2,1,4.2,4.2
IN,Bhiwani,2019,co,460.0,460.0,460.0,1,460.0,460.0
IN,Bhiwani,2019,no2,22.21,22.21,22.21,1,22.21,22.21
IN,Bhiwani,2019,o3,26.75,26.75,26.75,1,26.75,26.75
IN,Bhiwani,2019,pm10,69.07,69.07,69.07,1,69.07,69.07
IN,Bhiwani,2019,pm25,55.09,55.09,55.09,1,55.09,55.09
IN,Bhiwani,2019,so2,17.51,17.51,17.51,1,17.51,17.51
IN,Brajrajnagar,2019,co,2070.0,2070.0,2070.0,1,2070.0,2070.0
IN,Brajrajnagar,2019,no2,8.66,8.66,8.66,1,8.66,8.66
IN,Brajrajnagar,2019,o3,3.86,3.86,3.86,1,3.86,3.86
IN,Brajrajnagar,2019,pm10,53.59,53.59,53.59,1,53.59,53.59
IN,Brajrajnagar,2019,pm25,19.16,19.16,19.16,1,19.16,19.16
IN,Brajrajnagar,2019,so2,6.01,6.01,6.01,1,6.01,6.01
IN,Bulandshahr,2019,co,840.0,840.0,840.0,1,840.0,840.0
IN,Bulandshahr,2019,no2,20.1,20.1,20.1,1,20.1,20.1
IN,Bulandshahr,2019,o3,68.1,68.1,68.1,1,68.1,68.1
IN,Bulandshahr,2019,pm10,86.0,86.0,86.0,1,86.0,86.0
IN,Bulandshahr,2019,pm25,37.0,37.0,37.0,1,37.0,37.0
IN,Bulandshahr,2019,so2,11.7,11.7,11.7,1,11.7,11.7
IN,Chandrapur,2018,co,1020.0,1020.0,1020.0,1,1020.0,1020.0
IN,Chandrapur,2018,no2,18.8,18.8,18.8,1,18.8,18.8
IN,Chandrapur,2018,o3,15.7,15.7,15.7,1,15.7,15.7
IN,Chandrapur,2018,pm10,179.0,179.0,179.0,1,179.0,179.0
IN,Chandrapur,2018,pm25,91.0,91.0,91.0,1,91.0,91.0
IN,Chandrapur,2018,so2,8.1,8.1,8.1,1,8.1,8.1
IN,Chandrapur,2019,co,735.0,735.0,955.5,2,980.0,490.0
IN,Chandrapur,2019,no2,11.35,11.35,16.165,2,16.7,6.0
IN,Chandrapur,2019,o3,28.880000000000003,28.880000000000003,31.058,2,31.3,26.46
IN,Chandrapur,2019,pm10,205.16,205.16,282.416,2,291.0,119.32
IN,Chandrapur,2019,pm25,58.93,58.93,77.893,2,80.0,37.86
IN,Chandrapur,2019,so2,8.605,8.605,8.6905,2,8.7,8.51
IN,Chennai,2017,co,5300.0,5300.0,5300.0,1,5300.0,5300.0
IN,Chennai,2018,co,850.0,850.0,850.0,1,850.0,850.0
IN,Chennai,2018,no2,9.26,9.26,12.077,2,12.39,6.13
IN,Chennai,2018,o3,13.305,13.305,19.141499999999997,2,19.79,6.82
IN,Chennai,2018,pm25,90.86500000000001,90.86500000000001,109.6435,2,111.73,70.0
IN,Chennai,2018,so2,18.6,18.6,28.23,2,29.3,7.9
IN,Chennai,2019,co,443.3333333333333,590.0,725.0,3,740.0,0.0
IN,Chennai,2019,no2,13.589999999999998,14.77,18.945999999999998,3,19.41,6.59
IN,Chennai,2019,o3,16.89,16.89,20.121,2,20.48,13.3
IN,Chennai,2019,pm25,27.3975,27.0,42.81249999999999,4,45.25,10.34
IN,Chennai,2019,so2,5.006666666666667,4.41,6.102,3,6.29,4.32
IN,Chikkaballapur,2019,co,0.79,0.79,0.79,1,0.79,0.79
IN,Chikkaballapur,2019,no2,18.6,18.6,18.6,1,18.6,18.6
IN,Chikkaballapur,2019,o3,12.35,12.35,12.35,1,12.35,12.35
IN,Chikkaballapur,2019,pm10,97.0,97.0,97.0,1,97.0,97.0
IN,Chikkaballapur,2019,pm25,31.0,31.0,31.0,1,31.0,31.0
IN,Chikkaballapur,2019,so2,6.6,6.6,6.6,1,6.6,6.6
IN,Damoh,2019,co,80.0,80.0,80.0,1,80.0,80.0
IN,Damoh,2019,no2,0.0,0.0,0.0,1,0.0,0.0
IN,Damoh,2019,pm10,65.0,65.0,65.0,1,65.0,65.0
IN,Damoh,2019,pm25,43.33,43.33,43.33,1,43.33,43.33
IN,Delhi,2015,co,1620.0,1620.0,2259.0,2,2330.0,910.0
IN,Delhi,2015,no2,68.235,68.235,94.3845,2,97.29,39.18
IN,Delhi,2015,o3,31.83,31.83,58.67699999999999,2,61.66,2.0
IN,Delhi,2015,pm10,342.56,342.56,649.919,2,684.07,1.05
IN,Delhi,2015,pm25,52.905,52.905,56.4285,2,56.82,48.99
IN,Delhi,2016,co,695.0,695.0,1239.5,2,1300.0,90.0
