country,city,year,pollutant,avg_value,median_value,p95_value,measurements,max_value,min_value
CN,内江市,2019,no2,39.0,42.0,43.8,3,44.0,31.0
CN,内江市,2019,o3,160.33333333333334,164.0,170.3,3,171.0,146.0
CN,内江市,2019,pm10,74.0,72.0,78.3,3,79.0,71.0
CN,内江市,2019,pm25,49.333333333333336,50.0,52.7,3,53.0,45.0
CN,内江市,2019,so2,8.666666666666666,8.0,10.7,3,11.0,7.0
CN,凉山州,2019,co,800.0,800.0,800.0,1,800.0,800.0
CN,凉山州,2019,no2,14.0,14.0,14.0,1,14.0,14.0
CN,凉山州,2019,o3,171.0,171.0,171.0,1,171.0,171.0
CN,凉山州,2019,pm10,54.0,54.0,54.0,1,54.0,54.0
CN,凉山州,2019,pm25,30.0,30.0,30.0,1,30.0,30.0
CN,凉山州,2019,so2,10.0,10.0,10.0,1,10.0,10.0
CN,包头市,2019,co,550.0,550.0,685.0,4,700.0,400.0
CN,包头市,2019,no2,36.75,36.0,60.349999999999994,4,62.0,13.0
CN,包头市,2019,o3,152.0,169.5,171.0,4,171.0,98.0
CN,包头市,2019,pm10,63.25,51.0,97.34999999999998,4,105.0,46.0
CN,包头市,2019,pm25,23.0,23.5,32.55,4,33.0,12.0
CN,包头市,2019,so2,9.25,8.0,14.949999999999998,4,16.0,5.0
CN,北京市,2019,co,930.0,900.0,1155.0,10,1200.0,700.0
CN,北京市,2019,no2,47.3,44.0,78.64999999999999,10,80.0,18.0
CN,北京市,2019,o3,289.1,289.0,318.84999999999997,10,322.0,253.0
CN,北京市,2019,pm10,89.3,95.5,113.85,10,117.0,53.0
CN,北京市,2019,pm25,35.7,39.5,47.55,10,48.0,0.0
CN,北京市,2019,so2,4.2,4.0,7.0,10,7.0,2.0
CN,北海市,2019,co,775.0,750.0,885.0,4,900.0,700.0
CN,北海市,2019,no2,18.25,15.5,30.349999999999994,4,32.0,10.0
CN,北海市,2019,o3,154.0,158.0,167.4,4,168.0,132.0
CN,北海市,2019,pm10,65.0,64.0,83.19999999999999,4,85.0,47.0
CN,北海市,2019,pm25,33.0,33.0,45.25,4,46.0,20.0
CN,北海市,2019,so2,12.5,6.5,28.249999999999993,4,32.0,5.0
CN,十堰市,2019,co,733.3333333333334,800.0,890.0,3,900.0,500.0
CN,十堰市,2019,no2,34.333333333333336,41.0,55.4,3,57.0,5.0
CN,十堰市,2019,o3,169.66666666666666,167.0,185.9,3,188.0,154.0
CN,十堰市,2019,pm10,36.333333333333336,37.0,45.1,3,46.0,26.0
CN,十堰市,2019,pm25,23.333333333333332,28.0,28.0,3,28.0,14.0
CN,十堰市,2019,so2,8.333333333333334,8.0,8.9,3,9.0,8.0
CN,南京市,2019,co,925.0,800.0,1394.9999999999998,8,1500.0,500.0
CN,南京市,2019,no2,107.75,100.5,169.95,8,171.0,50.0
CN,南京市,2019,o3,214.875,215.5,231.3,8,232.0,192.0
CN,南京市,2019,pm10,77.75,72.0,108.89999999999999,8,111.0,50.0
CN,南京市,2019,pm25,39.0,40.0,60.34999999999999,8,67.0,15.0
CN,南京市,2019,so2,17.125,15.0,30.249999999999996,8,32.0,6.0
CN,南充市,2019,co,666.6666666666666,700.0,790.0,3,800.0,500.0
CN,南充市,2019,no2,33.333333333333336,28.0,44.199999999999996,3,46.0,26.0
CN,南充市,2019,o3,153.33333333333334,156.0,161.4,3,162.0,142.0
CN,南充市,2019,pm10,81.0,73.0,95.5,3,98.0,72.0
CN,南充市,2019,pm25,41.666666666666664,43.0,44.8,3,45.0,37.0
CN,南充市,2019,so2,5.0,6.0,6.0,3,6.0,3.0
CN,南宁市,2019,co,785.7142857142857,800.0,900.0,7,900.0,700.0
CN,南宁市,2019,no2,49.142857142857146,41.0,80.09999999999998,7,90.0,28.0
CN,南宁市,2019,o3,171.14285714285714,164.0,204.1,7,208.0,131.0
CN,南宁市,2019,pm10,110.85714285714286,90.0,155.1,7,162.0,76.0
CN,南宁市,2019,pm25,48.57142857142857,48.0,56.8,7,58.0,43.0
CN,南宁市,2019,so2,8.428571428571429,8.0,12.099999999999998,7,13.0,6.0
CN,南平市,2019,co,550.0,500.0,754.9999999999999,4,800.0,400.0
CN,南平市,2019,no2,8.0,8.5,9.85,4,10.0,5.0
CN,南平市,2019,o3,149.25,150.0,154.25,4,155.0,142.0
CN,南平市,2019,pm10,43.25,42.0,53.5,4,55.0,34.0
CN,南平市,2019,pm25,22.75,23.0,25.7,4,26.0,19.0
CN,南平市,2019,so2,4.75,5.0,5.0,4,5.0,4.0
CN,南昌市,2019,co,825.0,750.0,1265.0,8,1300.0,400.0
CN,南昌市,2019,no2,64.5,81.0,91.3,8,92.0,7.0
CN,南昌市,2019,o3,199.125,206.5,241.6,8,243.0,146.0
CN,南昌市,2019,pm10,101.0,104.0,165.94999999999996,8,188.0,28.0
CN,南昌市,2019,pm25,45.0,43.5,66.69999999999999,8,73.0,26.0
CN,南昌市,2019,so2,9.625,8.0,17.799999999999994,8,22.0,4.0
CN,南通市,2019,co,760.0,800.0,980.0,5,1000.0,500.0
CN,南通市,2019,no2,120.8,130.0,142.0,5,144.0,76.0
CN,南通市,2019,o3,295.6,294.0,313.4,5,314.0,270.0
CN,南通市,2019,pm10,127.2,127.0,145.4,5,146.0,103.0
CN,南通市,2019,pm25,74.6,75.0,92.8,5,93.0,54.0
CN,南通市,2019,so2,24.0,24.0,28.8,5,29.0,18.0
CN,南阳市,2019,co,575.0,600.0,600.0,4,600.0,500.0
CN,南阳市,2019,no2,27.0,26.5,35.25,4,36.0,19.0
CN,南阳市,2019,o3,208.5,208.5,213.55,4,214.0,203.0
CN,南阳市,2019,pm10,87.75,83.5,106.39999999999999,4,110.0,74.0
CN,南阳市,2019,pm25,31.5,32.0,33.0,4,33.0,29.0
CN,南阳市,2019,so2,10.75,7.0,21.449999999999996,4,24.0,5.0
CN,博州,2019,co,100.0,100.0,100.0,1,100.0,100.0
CN,博州,2019,no2,5.0,5.0,5.0,1,5.0,5.0
CN,博州,2019,o3,107.0,107.0,107.0,1,107.0,107.0
CN,博州,2019,pm10,26.0,26.0,26.0,1,26.0,26.0
CN,博州,2019,pm25,5.0,5.0,5.0,1,5.0,5.0
CN,博州,2019,so2,5.0,5.0,5.0,1,5.0,5.0
CN,厦门市,2019,co,566.6666666666666,500.0,680.0,3,700.0,500.0
CN,厦门市,2019,no2,48.666666666666664,35.0,89.0,3,95.0,16.0
CN,厦门市,2019,o3,147.66666666666666,146.0,155.9,3,157.0,140.0
CN,厦门市,2019,pm10,47.0,38.0,65.89999999999999,3,69.0,34.0
CN,厦门市,2019,pm25,31.0,34.0,44.8,3,46.0,13.0
CN,厦门市,2019,so2,3.3333333333333335,4.0,4.0,3,4.0,2.0
CN,双鸭山市,2019,co,700.0,800.0,1070.0,3,1100.0,200.0
CN,双鸭山市,2019,no2,10.666666666666666,11.0,17.3,3,18.0,3.0
CN,双鸭山市,2019,o3,75.0,76.0,82.3,3,83.0,66.0
CN,双鸭山市,2019,pm10,34.666666666666664,23.0,55.4,3,59.0,22.0
CN,双鸭山市,2019,pm25,13.0,19.0,19.9,3,20.0,0.0
CN,双鸭山市,2019,so2,5.0,4.0,7.6,3,8.0,3.0
CN,句容市,2019,co,500.0,500.0,590.0,2,600.0,400.0
CN,句容市,2019,no2,24.0,24.0,28.5,2,29.0,19.0
CN,句容市,2019,o3,232.5,232.5,246.45,2,248.0,217.0
CN,句容市,2019,pm10,62.0,62.0,62.9,2,63.0,61.0
CN,句容市,2019,pm25,38.0,38.0,38.0,2,38.0,38.0
CN,句容市,2019,so2,6.0,6.0,7.8,2,8.0,4.0
CN,台州市,2019,co,600.0,600.0,600.0,1,600.0,600.0
CN,台州市,2019,no2,25.0,25.0,25.0,1,25.0,25.0
CN,台州市,2019,o3,219.0,219.0,219.0,1,219.0,219.0
CN,台州市,2019,pm10,104.0,104.0,104.0,1,104.0,104.0
CN,台州市,2019,pm25,42.0,42.0,42.0,1,42.0,42.0
CN,台州市,2019,so2,6.0,6.0,6.0,1,6.0,6.0
CN,合肥市,2019,co,725.0,800.0,965.0,8,1000.0,500.0
CN,合肥市,2019,no2,100.625,84.5,162.3,8,163.0,37.0
CN,合肥市,2019,o3,199.625,194.5,230.15,8,234.0,177.0
CN,合肥市,2019,pm10,129.375,108.0,249.39999999999992,8,297.0,30.0
CN,合肥市,2019,pm25,39.125,37.5,58.599999999999994,8,60.0,25.0
CN,合肥市,2019,so2,6.0,6.5,7.6499999999999995,8,8.0,3.0
CN,吉安市,2019,co,750.0,750.0,885.0,2,900.0,600.0
CN,吉安市,2019,no2,59.5,59.5,64.45,2,65.0,54.0
CN,吉安市,2019,o3,142.0,142.0,146.5,2,147.0,137.0
CN,吉安市,2019,pm10,100.5,100.5,108.15,2,109.0,92.0
CN,吉安市,2019,pm25,47.0,47.0,47.9,2,48.0,46.0
CN,吉安市,2019,so2,10.5,10.5,11.85,2,12.0,9.0
CN,吉林市,2019,co,657.1428571428571,600.0,1079.9999999999998,7,1200.0,300.0
CN,吉林市,2019,no2,39.142857142857146,31.0,77.1,7,78.0,7.0
CN,吉林市,2019,o3,152.71428571428572,156.0,169.1,7,170.0,135.0
CN,吉林市,2019,pm10,57.857142857142854,45.0,128.79999999999995,7,151.0,22.0
CN,吉林市,2019,pm25,37.57142857142857,23.0,102.49999999999996,7,122.0,3.0
CN,吉林市,2019,so2,14.285714285714286,11.0,32.29999999999998,7,41.0,5.0
CN,吐鲁番地区,2019,co,600.0,600.0,600.0,1,600.0,600.0
CN,吐鲁番地区,2019,no2,23.0,23.0,23.0,1,23.0,23.0
CN,吐鲁番地区,2019,o3,108.0,108.0,108.0,1,108.0,108.0
CN,吐鲁番地区,2019,pm10,219.0,219.0,219.0,1,219.0,219.0
CN,吐鲁番地区,2019,pm25,123.0,123.0,123.0,1,123.0,123.0
CN,吐鲁番地区,2019,so2,6.0,6.0,6.0,1,6.0,6.0
CN,吕梁市,2019,co,300.0,300.0,300.0,1,300.0,300.0
CN,吕梁市,2019,no2,10.0,10.0,10.0,1,10.0,10.0
CN,吕梁市,2019,o3,149.0,149.0,149.0,1,149.0,149.0
CN,吕梁市,2019,pm10,36.0,36.0,36.0,1,36.0,36.0
CN,吕梁市,2019,pm25,28.0,28.0,28.0,1,28.0,28.0
CN,吕梁市,2019,so2,26.0,26.0,26.0,1,26.0,26.0
CN,吴忠市,2019,co,500.0,500.0,590.0,2,600.0,400.0
CN,吴忠市,2019,no2,26.0,26.0,26.0,2,26.0,26.0
CN,吴忠市,2019,o3,150.5,150.5,159.95,2,161.0,140.0
CN,吴忠市,2019,pm10,74.5,74.5,82.15,2,83.0,66.0
CN,吴忠市,2019,pm25,22.0,22.0,22.9,2,23.0,21.0
CN,吴忠市,2019,so2,9.0,9.0,9.0,2,9.0,9.0
CN,吴江市,2019,co,800.0,800.0,890.0,3,900.0,700.0
CN,吴江市,2019,no2,53.0,57.0,57.9,3,58.0,44.0
CN,吴江市,2019,o3,213.0,215.0,225.8,3,227.0,197.0
CN,吴江市,2019,pm10,115.33333333333333,109.0,140.5,3,144.0,93.0
CN,吴江市,2019,pm25,44.666666666666664,46.0,47.8,3,48.0,40.0
CN,吴江市,2019,so2,12.333333333333334,10.0,16.3,3,17.0,10.0
CN,周口市,2019,co,566.6666666666666,600.0,600.0,3,600.0,500.0
CN,周口市,2019,no2,25.333333333333332,27.0,31.5,3,32.0,17.0
CN,周口市,2019,o3,211.0,211.0,213.7,3,214.0,208.0
CN,周口市,2019,pm10,67.0,70.0,76.3,3,77.0,54.0
CN,周口市,2019,pm25,35.666666666666664,34.0,39.4,3,40.0,33.0
CN,周口市,2019,so2,7.333333333333333,8.0,8.0,3,8.0,6.0
CN,呼伦贝尔市,2019,co,500.0,500.0,590.0,2,600.0,400.0
CN,呼伦贝尔市,2019,no2,11.5,11.5,11.95,2,12.0,11.0
CN,呼伦贝尔市,2019,o3,113.0,113.0,113.9,2,114.0,112.0
CN,呼伦贝尔市,2019,pm10,50.0,50.0,64.4,2,66.0,34.0
CN,呼伦贝尔市,2019,pm25,32.0,32.0,42.8,2,44.0,20.0
CN,呼伦贝尔市,2019,so2,3.5,3.5,3.95,2,4.0,3.0
CN,呼和浩特市,2019,co,675.0,700.0,865.0,8,900.0,400.0
CN,呼和浩特市,2019,no2,53.375,49.0,99.99999999999997,8,121.0,19.0
CN,呼和浩特市,2019,o3,194.75,196.0,211.15,8,215.0,169.0
CN,呼和浩特市,2019,pm10,73.5,68.0,97.35,8,104.0,54.0
CN,呼和浩特市,2019,pm25,25.375,24.5,33.0,8,33.0,17.0
CN,呼和浩特市,2019,so2,10.625,11.0,11.649999999999999,8,12.0,9.0
CN,和田地区,2019,co,450.0,450.0,585.0,2,600.0,300.0
CN,和田地区,2019,no2,18.5,18.5,29.75,2,31.0,6.0
CN,和田地区,2019,o3,112.5,112.5,119.25,2,120.0,105.0
CN,和田地区,2019,pm10,204.0,204.0,209.4,2,210.0,198.0
CN,和田地区,2019,pm25,69.5,69.5,70.85,2,71.0,68.0
CN,和田地区,2019,so2,5.0,5.0,7.699999999999999,2,8.0,2.0
CN,咸宁市,2019,co,766.6666666666666,800.0,890.0,3,900.0,600.0
CN,咸宁市,2019,no2,26.0,26.0,31.4,3,32.0,20.0
CN,咸宁市,2019,o3,222.33333333333334,224.0,228.5,3,229.0,214.0
CN,咸宁市,2019,pm10,109.33333333333333,108.0,115.2,3,116.0,104.0
CN,咸宁市,2019,pm25,50.333333333333336,52.0,58.3,3,59.0,40.0
CN,咸宁市,2019,so2,10.333333333333334,10.0,12.7,3,13.0,8.0
CN,咸阳市,2019,co,466.6666666666667,400.0,580.0,3,600.0,400.0
CN,咸阳市,2019,no2,56.0,57.0,74.1,3,76.0,35.0
CN,咸阳市,2019,o3,192.66666666666666,194.0,201.2,3,202.0,182.0
CN,咸阳市,2019,pm10,64.0,62.0,80.0,3,82.0,48.0
CN,咸阳市,2019,pm25,21.0,20.0,25.4,3,26.0,17.0
CN,咸阳市,2019,so2,6.333333333333333,6.0,7.8,3,8.0,5.0
CN,哈密地区,2019,co,350.0,350.0,395.0,2,400.0,300.0
CN,哈密地区,2019,no2,6.0,6.0,6.0,2,6.0,6.0
CN,哈密地区,2019,o3,98.0,98.0,99.8,2,100.0,96.0
CN,哈密地区,2019,pm10,354.5,354.5,400.85,2,406.0,303.0
CN,哈密地区,2019,pm25,71.0,71.0,74.6,2,75.0,67.0
CN,哈密地区,2019,so2,2.0,2.0,2.9,2,3.0,1.0
CN,哈尔滨市,2019,co,525.0,500.0,765.0,8,800.0,300.0
CN,哈尔滨市,2019,no2,29.625,25.5,54.94999999999999,8,63.0,15.0
CN,哈尔滨市,2019,o3,106.625,108.0,114.55,8,117.0,97.0
CN,哈尔滨市,2019,pm10,34.125,34.5,43.9,8,46.0,25.0
CN,哈尔滨市,2019,pm25,13.75,12.0,19.0,8,19.0,10.0
CN,哈尔滨市,2019,so2,12.125,12.0,17.299999999999997,8,18.0,7.0
CN,唐山市,2019,co,2925.0,3200.0,3300.0,4,3300.0,2000.0
CN,唐山市,2019,no2,58.0,60.5,61.85,4,62.0,49.0
CN,唐山市,2019,o3,291.75,287.0,309.25,4,313.0,280.0
CN,唐山市,2019,pm10,104.5,102.0,117.19999999999999,4,119.0,95.0
CN,唐山市,2019,pm25,46.5,47.0,48.7,4,49.0,43.0
CN,唐山市,2019,so2,38.5,37.5,47.099999999999994,4,48.0,31.0
CN,商丘市,2019,co,920.0,500.0,1820.0,5,1900.0,300.0
CN,商丘市,2019,no2,31.0,28.0,53.599999999999994,5,60.0,17.0
CN,商丘市,2019,o3,168.0,187.0,206.8,5,208.0,120.0
CN,商丘市,2019,pm10,137.4,89.0,258.59999999999997,5,279.0,69.0
CN,商丘市,2019,pm25,118.8,42.0,297.59999999999997,5,332.0,26.0
CN,商丘市,2019,so2,10.4,9.0,16.0,5,17.0,6.0
CN,商洛市,2019,co,600.0,600.0,600.0,1,600.0,600.0
CN,商洛市,2019,no2,76.0,76.0,76.0,1,76.0,76.0
CN,商洛市,2019,o3,166.0,166.0,166.0,1,166.0,166.0
CN,商洛市,2019,pm10,60.0,60.0,60.0,1,60.0,60.0
CN,商洛市,2019,pm25,24.0,24.0,24.0,1,24.0,24.0
CN,商洛市,2019,so2,24.0,24.0,24.0,1,24.0,24.0
CN,喀什地区,2019,co,400.0,400.0,400.0,2,400.0,400.0
CN,喀什地区,2019,no2,27.5,27.5,40.55,2,42.0,13.0
CN,喀什地区,2019,o3,118.5,118.5,125.25,2,126.0,111.0
CN,喀什地区,2019,pm10,54.5,54.5,64.85,2,66.0,43.0
CN,喀什地区,2019,pm25,27.5,27.5,32.45,2,33.0,22.0
CN,喀什地区,2019,so2,5.0,5.0,5.0,2,5.0,5.0
CN,嘉兴市,2019,co,966.6666666666666,900.0,1170.0,3,1200.0,800.0
CN,嘉兴市,2019,no2,37.0,39.0,39.9,3,40.0,32.0
CN,嘉兴市,2019,o3,238.0,224.0,269.9,3,275.0,215.0
CN,嘉兴市,2019,pm10,178.33333333333334,184.0,210.1,3,213.0,138.0
CN,嘉兴市,2019,pm25,101.0,95.0,112.1,3,114.0,94.0
CN,嘉兴市,2019,so2,11.333333333333334,12.0,12.9,3,13.0,9.0
CN,嘉峪关市,2019,co,600.0,600.0,600.0,1,600.0,600.0
CN,嘉峪关市,2019,no2,41.0,41.0,41.0,1,41.0,41.0
CN,嘉峪关市,2019,o3,149.0,149.0,149.0,1,149.0,149.0
CN,嘉峪关市,2019,pm10,114.0,114.0,114.0,1,114.0,114.0
CN,嘉峪关市,2019,pm25,44.0,44.0,44.0,1,44.0,44.0
CN,嘉峪关市,2019,so2,10.0,10.0,10.0,1,10.0,10.0
CN,四平市,2019,co,500.0,500.0,500.0,2,500.0,500.0
CN,四平市,2019,no2,40.5,40.5,52.65,2,54.0,27.0
CN,四平市,2019,o3,149.5,149.5,166.15,2,168.0,131.0
CN,四平市,2019,pm10,48.5,48.5,56.15,2,57.0,40.0
CN,四平市,2019,pm25,22.0,22.0,23.8,2,24.0,20.0
CN,四平市,2019,so2,10.0,10.0,10.9,2,11.0,9.0
CN,塔城地区,2019,co,700.0,700.0,700.0,1,700.0,700.0
CN,塔城地区,2019,no2,7.0,7.0,7.0,1,7.0,7.0
CN,塔城地区,2019,o3,72.0,72.0,72.0,1,72.0,72.0
CN,塔城地区,2019,pm10,28.0,28.0,28.0,1,28.0,28.0
CN,塔城地区,2019,pm25,5.0,5.0,5.0,1,5.0,5.0
CN,塔城地区,2019,so2,3.0,3.0,3.0,1,3.0,3.0
CN,大兴安岭地区,2019,co,200.0,200.0,200.0,1,200.0,200.0
CN,大兴安岭地区,2019,no2,8.0,8.0,8.0,1,8.0,8.0
CN,大兴安岭地区,2019,o3,101.0,101.0,101.0,1,101.0,101.0
CN,大兴安岭地区,2019,pm10,26.0,26.0,26.0,1,26.0,26.0
CN,大兴安岭地区,2019,pm25,20.0,20.0,20.0,1,20.0,20.0
CN,大兴安岭地区,2019,so2,9.0,9.0,9.0,1,9.0,9.0
CN,大同市,2019,co,1183.3333333333333,900.0,2125.0,6,2200.0,500.0
CN,大同市,2019,no2,87.0,85.5,126.5,6,131.0,30.0
CN,大同市,2019,o3,160.0,158.5,177.5,6,183.0,146.0
CN,大同市,2019,pm10,72.5,66.5,114.75,6,127.0,42.0
CN,大同市,2019,pm25,31.833333333333332,33.0,40.25,6,41.0,21.0
CN,大同市,2019,so2,26.666666666666668,24.5,42.5,6,48.0,18.0
CN,大庆市,2019,co,400.0,400.0,400.0,3,400.0,400.0
CN,大庆市,2019,no2,20.0,18.0,25.2,3,26.0,16.0
CN,大庆市,2019,o3,109.66666666666667,108.0,116.1,3,117.0,104.0
CN,大庆市,2019,pm10,31.0,27.0,40.5,3,42.0,24.0
CN,大庆市,2019,pm25,14.333333333333334,13.0,18.4,3,19.0,11.0
CN,大庆市,2019,so2,6.0,6.0,6.9,3,7.0,5.0
CN,大理州,2019,co,850.0,850.0,1165.0,2,1200.0,500.0
CN,大理州,2019,no2,7.5,7.5,8.85,2,9.0,6.0
CN,大理州,2019,o3,134.5,134.5,140.35,2,141.0,128.0
CN,大理州,2019,pm10,80.5,80.5,86.35,2,87.0,74.0
CN,大理州,2019,pm25,44.0,44.0,55.699999999999996,2,57.0,31.0
CN,大理州,2019,so2,4.5,4.5,4.95,2,5.0,4.0
CN,大连市,2019,co,687.5,650.0,929.9999999999999,8,1000.0,500.0
CN,大连市,2019,no2,22.625,20.0,38.449999999999996,8,43.0,12.0
CN,大连市,2019,o3,219.875,204.0,294.44999999999993,8,327.0,175.0
CN,大连市,2019,pm10,82.25,95.0,111.6,8,113.0,35.0
CN,大连市,2019,pm25,44.0,45.5,62.949999999999996,8,64.0,19.0
CN,大连市,2019,so2,8.25,7.5,13.599999999999998,8,15.0,5.0
CN,天水市,2019,co,400.0,400.0,490.0,2,500.0,300.0
CN,天水市,2019,no2,20.5,20.5,35.35,2,37.0,4.0
CN,天水市,2019,o3,149.5,149.5,153.55,2,154.0,145.0
CN,天水市,2019,pm10,54.0,54.0,73.8,2,76.0,32.0
CN,天水市,2019,pm25,26.0,26.0,26.9,2,27.0,25.0
CN,天水市,2019,so2,7.0,7.0,8.8,2,9.0,5.0
CN,天津市,2019,co,1053.8461538461538,1000.0,1339.9999999999998,13,1400.0,800.0
CN,天津市,2019,no2,48.76923076923077,40.0,75.19999999999999,13,83.0,28.0
CN,天津市,2019,o3,333.53846153846155,331.0,404.3999999999999,13,438.0,260.0
CN,天津市,2019,pm10,129.23076923076923,129.0,149.99999999999994,13,171.0,109.0
CN,天津市,2019,pm25,47.61538461538461,44.0,61.39999999999998,13,71.0,40.0
CN,天津市,2019,so2,15.538461538461538,15.0,19.799999999999997,13,21.0,11.0
CN,太仓市,2019,co,650.0,650.0,785.0,2,800.0,500.0
CN,太仓市,2019,no2,48.0,48.0,49.8,2,50.0,46.0
CN,太仓市,2019,o3,311.0,311.0,335.3,2,338.0,284.0
CN,太仓市,2019,pm10,73.5,73.5,78.45,2,79.0,68.0
CN,太仓市,2019,pm25,42.5,42.5,50.15,2,51.0,34.0
CN,太仓市,2019,so2,7.0,7.0,7.9,2,8.0,6.0
CN,太原市,2019,co,862.5,950.0,1065.0,8,1100.0,500.0
CN,太原市,2019,no2,73.5,86.0,111.89999999999999,8,114.0,8.0
CN,太原市,2019,o3,217.25,220.0,234.9,8,237.0,186.0
CN,太原市,2019,pm10,100.75,112.5,125.14999999999999,8,129.0,40.0
CN,太原市,2019,pm25,36.375,37.0,51.74999999999999,8,57.0,16.0
CN,太原市,2019,so2,17.5,15.0,29.9,8,32.0,7.0
CN,威海市,2019,co,1000.0,1000.0,1000.0,2,1000.0,1000.0
CN,威海市,2019,no2,28.5,28.5,29.85,2,30.0,27.0
CN,威海市,2019,o3,233.0,233.0,233.9,2,234.0,232.0
CN,威海市,2019,pm10,126.0,126.0,128.7,2,129.0,123.0
CN,威海市,2019,pm25,61.0,61.0,61.9,2,62.0,60.0
CN,威海市,2019,so2,8.5,8.5,8.95,2,9.0,8.0
CN,娄底市,2019,co,650.0,650.0,965.0,2,1000.0,300.0
CN,娄底市,2019,no2,34.0,34.0,61.0,2,64.0,4.0
CN,娄底市,2019,o3,165.5,165.5,175.85,2,177.0,154.0
CN,娄底市,2019,pm10,75.5,75.5,103.85,2,107.0,44.0
CN,娄底市,2019,pm25,49.5,49.5,62.55,2,64.0,35.0
CN,娄底市,2019,so2,12.0,12.0,20.099999999999998,2,21.0,3.0
CN,宁德市,2019,co,666.6666666666666,700.0,700.0,3,700.0,600.0
CN,宁德市,2019,no2,23.0,17.0,35.9,3,38.0,14.0
CN,宁德市,2019,o3,130.66666666666666,143.0,161.9,3,164.0,85.0
CN,宁德市,2019,pm10,59.0,53.0,79.1,3,82.0,42.0
CN,宁德市,2019,pm25,42.0,26.0,73.69999999999999,3,79.0,21.0
CN,宁德市,2019,so2,5.333333333333333,7.0,7.0,3,7.0,2.0
CN,宁波市,2019,co,633.3333333333334,600.0,850.0,6,900.0,500.0
CN,宁波市,2019,no2,50.166666666666664,40.0,93.5,6,105.0,28.0
CN,宁波市,2019,o3,286.0,283.0,309.75,6,318.0,265.0
CN,宁波市,2019,pm10,75.83333333333333,73.5,86.0,6,86.0,66.0
CN,宁波市,2019,pm25,39.833333333333336,39.5,47.0,6,48.0,33.0
CN,宁波市,2019,so2,8.666666666666666,8.0,11.5,6,12.0,7.0
CN,安庆市,2019,co,650.0,650.0,695.0,2,700.0,600.0
CN,安庆市,2019,no2,74.0,74.0,113.6,2,118.0,30.0
CN,安庆市,2019,o3,203.5,203.5,211.15,2,212.0,195.0
CN,安庆市,2019,pm10,99.5,99.5,104.45,2,105.0,94.0
CN,安庆市,2019,pm25,52.0,52.0,67.3,2,69.0,35.0
CN,安庆市,2019,so2,6.5,6.5,7.85,2,8.0,5.0
CN,安康市,2019,co,700.0,700.0,880.0,2,900.0,500.0
CN,安康市,2019,no2,44.0,44.0,47.6,2,48.0,40.0
CN,安康市,2019,o3,146.0,146.0,148.7,2,149.0,143.0
CN,安康市,2019,pm10,130.5,130.5,135.45,2,136.0,125.0
CN,安康市,2019,pm25,40.5,40.5,40.95,2,41.0,40.0
CN,安康市,2019,so2,10.5,10.5,12.75,2,13.0,8.0
CN,安阳市,2019,co,700.0,700.0,880.0,3,900.0,500.0
CN,安阳市,2019,no2,22.333333333333332,23.0,25.7,3,26.0,18.0
CN,安阳市,2019,o3,250.0,260.0,266.3,3,267.0,223.0
CN,安阳市,2019,pm10,96.66666666666667,102.0,104.7,3,105.0,83.0
CN,安阳市,2019,pm25,26.333333333333332,24.0,32.1,3,33.0,22.0
CN,安阳市,2019,so2,9.666666666666666,10.0,10.9,3,11.0,8.0
CN,安顺市,2019,co,550.0,550.0,595.0,2,600.0,500.0
CN,安顺市,2019,no2,6.0,6.0,6.0,2,6.0,6.0
CN,安顺市,2019,o3,121.0,121.0,123.7,2,124.0,118.0
CN,安顺市,2019,pm10,39.5,39.5,40.85,2,41.0,38.0
CN,安顺市,2019,pm25,24.0,24.0,26.7,2,27.0,21.0
CN,安顺市,2019,so2,11.0,11.0,12.8,2,13.0,9.0
CN,定西市,2019,co,300.0,300.0,390.0,2,400.0,200.0
CN,定西市,2019,no2,19.0,19.0,24.4,2,25.0,13.0
CN,定西市,2019,o3,136.0,136.0,138.7,2,139.0,133.0
CN,定西市,2019,pm10,66.5,66.5,74.15,2,75.0,58.0
CN,定西市,2019,pm25,31.5,31.5,34.65,2,35.0,28.0
CN,定西市,2019,so2,7.5,7.5,8.85,2,9.0,6.0
CN,宜兴市,2019,co,500.0,500.0,500.0,2,500.0,500.0
CN,宜兴市,2019,no2,32.0,32.0,42.8,2,44.0,20.0
CN,宜兴市,2019,o3,150.0,150.0,151.8,2,152.0,148.0
CN,宜兴市,2019,pm10,28.0,28.0,42.4,2,44.0,12.0
CN,宜兴市,2019,pm25,30.5,30.5,30.95,2,31.0,30.0
CN,宜兴市,2019,so2,16.0,16.0,19.6,2,20.0,12.0
CN,宜宾市,2019,co,766.6666666666666,800.0,800.0,3,800.0,700.0
CN,宜宾市,2019,no2,43.0,46.0,49.6,3,50.0,33.0
CN,宜宾市,2019,o3,163.33333333333334,175.0,210.1,3,214.0,101.0
CN,宜宾市,2019,pm10,86.33333333333333,81.0,97.2,3,99.0,79.0
CN,宜宾市,2019,pm25,53.333333333333336,56.0,58.7,3,59.0,45.0
CN,宜宾市,2019,so2,12.0,12.0,12.9,3,13.0,11.0
CN,宜昌市,2019,co,840.0,900.0,980.0,5,1000.0,600.0
CN,宜昌市,2019,no2,62.4,46.0,95.2,5,96.0,37.0
CN,宜昌市,2019,o3,191.8,185.0,214.2,5,220.0,178.0
