country,city,season,pollutant,seasonal_avg
CN,宜宾市,spring,pm25,53.333333333333336
CN,宜宾市,spring,so2,12.0
CN,宜昌市,spring,co,840.0
CN,宜昌市,spring,no2,62.4
CN,宜昌市,spring,o3,191.8
CN,宜昌市,spring,pm10,101.8
CN,宜昌市,spring,pm25,40.2
CN,宜昌市,spring,so2,8.2
CN,宜春市,spring,co,700.0
CN,宜春市,spring,no2,17.5
CN,宜春市,spring,o3,189.5
CN,宜春市,spring,pm10,68.75
CN,宜春市,spring,pm25,36.75
CN,宜春市,spring,so2,8.5
CN,宜春市,winter,co,700.0
CN,宜春市,winter,no2,22.0
CN,宜春市,winter,o3,50.0
CN,宜春市,winter,pm10,58.0
CN,宜春市,winter,pm25,34.0
CN,宜春市,winter,so2,13.0
CN,宝鸡市,spring,co,533.3333333333334
CN,宝鸡市,spring,no2,50.833333333333336
CN,宝鸡市,spring,o3,181.66666666666666
CN,宝鸡市,spring,pm10,64.33333333333333
CN,宝鸡市,spring,pm25,34.0
CN,宝鸡市,spring,so2,6.666666666666667
CN,宣城市,spring,co,850.0
CN,宣城市,spring,no2,56.0
CN,宣城市,spring,o3,251.5
CN,宣城市,spring,pm10,95.0
CN,宣城市,spring,pm25,33.5
CN,宣城市,spring,so2,5.5
CN,宿州市,spring,co,700.0
CN,宿州市,spring,no2,44.5
CN,宿州市,spring,o3,170.0
CN,宿州市,spring,pm10,79.0
CN,宿州市,spring,pm25,37.5
CN,宿州市,spring,so2,13.5
CN,宿迁市,spring,co,575.0
CN,宿迁市,spring,no2,37.5
CN,宿迁市,spring,o3,200.75
CN,宿迁市,spring,pm10,86.5
CN,宿迁市,spring,pm25,37.25
CN,宿迁市,spring,so2,7.0
CN,宿迁市,winter,co,700.0
CN,宿迁市,winter,no2,16.0
CN,宿迁市,winter,o3,68.0
CN,宿迁市,winter,pm10,88.0
CN,宿迁市,winter,pm25,39.0
CN,宿迁市,winter,so2,7.0
CN,富阳市,spring,co,800.0
CN,富阳市,spring,no2,59.0
CN,富阳市,spring,o3,63.0
CN,富阳市,spring,pm10,91.0
CN,富阳市,spring,pm25,45.0
CN,富阳市,spring,so2,4.0
CN,寿光市,spring,co,1000.0
CN,寿光市,spring,no2,57.0
CN,寿光市,spring,o3,241.0
CN,寿光市,spring,pm10,154.0
CN,寿光市,spring,pm25,55.0
CN,寿光市,spring,so2,15.0
CN,山南市,spring,co,350.0
CN,山南市,spring,no2,8.5
CN,山南市,spring,o3,130.5
CN,山南市,spring,pm10,5.5
CN,山南市,spring,pm25,5.5
CN,山南市,spring,so2,4.5
CN,岳阳市,spring,co,1300.0
CN,岳阳市,spring,no2,66.75
CN,岳阳市,spring,o3,202.5
CN,岳阳市,spring,pm10,118.0
CN,岳阳市,spring,pm25,56.5
CN,岳阳市,spring,so2,5.5
CN,崇左市,spring,co,700.0
CN,崇左市,spring,no2,39.5
CN,崇左市,spring,o3,149.5
CN,崇左市,spring,pm10,103.5
CN,崇左市,spring,pm25,37.5
CN,崇左市,spring,so2,23.0
CN,巴中市,autumn,co,1100.0
CN,巴中市,autumn,no2,27.0
CN,巴中市,autumn,o3,82.0
CN,巴中市,autumn,pm10,86.0
CN,巴中市,autumn,pm25,56.0
CN,巴中市,autumn,so2,4.0
CN,巴中市,spring,co,760.0
CN,巴中市,spring,no2,38.0
CN,巴中市,spring,o3,123.8
CN,巴中市,spring,pm10,70.8
CN,巴中市,spring,pm25,56.4
CN,巴中市,spring,so2,9.0
CN,巴彦淖尔市,spring,co,800.0
CN,巴彦淖尔市,spring,no2,24.5
CN,巴彦淖尔市,spring,o3,213.5
CN,巴彦淖尔市,spring,pm10,85.0
CN,巴彦淖尔市,spring,pm25,28.5
CN,巴彦淖尔市,spring,so2,10.5
CN,常州市,spring,co,650.0
CN,常州市,spring,no2,64.25
CN,常州市,spring,o3,207.75
CN,常州市,spring,pm10,56.0
CN,常州市,spring,pm25,31.0
CN,常州市,spring,so2,9.0
CN,常德市,spring,co,850.0
CN,常德市,spring,no2,35.0
CN,常德市,spring,o3,178.25
CN,常德市,spring,pm10,86.5
CN,常德市,spring,pm25,43.5
CN,常德市,spring,so2,14.25
CN,常熟市,spring,co,533.3333333333334
CN,常熟市,spring,no2,45.666666666666664
CN,常熟市,spring,o3,261.0
CN,常熟市,spring,pm10,85.33333333333333
CN,常熟市,spring,pm25,45.666666666666664
CN,常熟市,spring,so2,14.333333333333334
CN,平凉市,spring,co,900.0
CN,平凉市,spring,no2,59.0
CN,平凉市,spring,o3,144.0
CN,平凉市,spring,pm10,73.0
CN,平凉市,spring,pm25,17.0
CN,平凉市,spring,so2,7.0
CN,平度市,spring,co,1100.0
CN,平度市,spring,no2,55.0
CN,平度市,spring,o3,278.5
CN,平度市,spring,pm10,170.5
CN,平度市,spring,pm25,56.5
CN,平度市,spring,so2,8.5
CN,平顶山市,spring,co,600.0
CN,平顶山市,spring,no2,23.5
CN,平顶山市,spring,o3,182.5
CN,平顶山市,spring,pm10,81.5
CN,平顶山市,spring,pm25,32.5
CN,平顶山市,spring,so2,8.5
CN,广元市,spring,co,600.0
CN,广元市,spring,no2,32.0
CN,广元市,spring,o3,117.0
CN,广元市,spring,pm10,75.0
CN,广元市,spring,pm25,42.0
CN,广元市,spring,so2,10.0
CN,广安市,spring,co,625.0
CN,广安市,spring,no2,23.5
CN,广安市,spring,o3,173.0
CN,广安市,spring,pm10,66.5
CN,广安市,spring,pm25,41.75
CN,广安市,spring,so2,12.25
CN,广州市,spring,co,866.6666666666666
CN,广州市,spring,no2,55.22222222222222
CN,广州市,spring,o3,85.66666666666667
CN,广州市,spring,pm10,30.77777777777778
CN,广州市,spring,pm25,18.666666666666668
CN,广州市,spring,so2,5.222222222222222
CN,庆阳市,spring,co,600.0
CN,庆阳市,spring,no2,18.0
CN,庆阳市,spring,o3,161.0
CN,庆阳市,spring,pm10,53.0
CN,庆阳市,spring,pm25,19.0
CN,庆阳市,spring,so2,6.0
CN,库尔勒市,spring,co,333.3333333333333
CN,库尔勒市,spring,no2,8.333333333333334
CN,库尔勒市,spring,o3,101.66666666666667
CN,库尔勒市,spring,pm10,310.3333333333333
CN,库尔勒市,spring,pm25,47.666666666666664
CN,库尔勒市,spring,so2,5.666666666666667
CN,廊坊市,spring,co,1433.3333333333333
CN,廊坊市,spring,no2,119.66666666666667
CN,廊坊市,spring,o3,342.3333333333333
CN,廊坊市,spring,pm10,112.0
CN,廊坊市,spring,pm25,37.666666666666664
CN,廊坊市,spring,so2,6.666666666666667
CN,延安市,spring,co,700.0
CN,延安市,spring,no2,106.33333333333333
CN,延安市,spring,o3,175.0
CN,延安市,spring,pm10,64.66666666666667
CN,延安市,spring,pm25,22.0
CN,延安市,spring,so2,9.0
CN,延边州,spring,co,566.6666666666666
CN,延边州,spring,no2,32.333333333333336
CN,延边州,spring,o3,119.33333333333333
CN,延边州,spring,pm10,37.0
CN,延边州,spring,pm25,20.666666666666668
CN,延边州,spring,so2,4.666666666666667
CN,开封市,spring,co,550.0
CN,开封市,spring,no2,16.0
CN,开封市,spring,o3,221.25
CN,开封市,spring,pm10,86.0
CN,开封市,spring,pm25,31.75
CN,开封市,spring,so2,7.0
CN,张家口市,spring,co,966.6666666666666
CN,张家口市,spring,no2,35.333333333333336
CN,张家口市,spring,o3,167.0
CN,张家口市,spring,pm10,85.0
CN,张家口市,spring,pm25,34.333333333333336
CN,张家口市,spring,so2,27.666666666666668
CN,张家港市,spring,co,600.0
CN,张家港市,spring,no2,55.0
CN,张家港市,spring,o3,252.5
CN,张家港市,spring,pm10,58.0
CN,张家港市,spring,pm25,45.0
CN,张家港市,spring,so2,12.5
CN,张家界市,spring,co,600.0
CN,张家界市,spring,no2,22.75
CN,张家界市,spring,o3,135.0
CN,张家界市,spring,pm10,63.75
CN,张家界市,spring,pm25,31.5
CN,张家界市,spring,so2,3.0
CN,张掖市,spring,co,300.0
CN,张掖市,spring,no2,57.0
CN,张掖市,spring,o3,156.0
CN,张掖市,spring,pm10,66.0
CN,张掖市,spring,pm25,32.0
CN,张掖市,spring,so2,10.0
CN,徐州市,spring,co,750.0
CN,徐州市,spring,no2,58.5
CN,徐州市,spring,o3,205.75
CN,徐州市,spring,pm10,125.75
CN,徐州市,spring,pm25,44.75
CN,徐州市,spring,so2,19.75
CN,德宏州,spring,co,1100.0
CN,德宏州,spring,no2,25.5
CN,德宏州,spring,o3,147.0
CN,德宏州,spring,pm10,61.0
CN,德宏州,spring,pm25,50.0
CN,德宏州,spring,so2,7.5
CN,德州市,spring,co,433.3333333333333
CN,德州市,spring,no2,20.0
CN,德州市,spring,o3,281.3333333333333
CN,德州市,spring,pm10,99.33333333333333
CN,德州市,spring,pm25,18.333333333333332
CN,德州市,spring,so2,5.333333333333333
CN,德阳市,spring,co,600.0
CN,德阳市,spring,no2,37.0
CN,德阳市,spring,o3,172.0
CN,德阳市,spring,pm10,115.5
CN,德阳市,spring,pm25,41.0
CN,德阳市,spring,so2,8.5
CN,忻州市,spring,co,600.0
CN,忻州市,spring,no2,52.0
CN,忻州市,spring,o3,171.0
CN,忻州市,spring,pm10,80.0
CN,忻州市,spring,pm25,28.666666666666668
CN,忻州市,spring,so2,78.0
CN,怀化市,spring,co,1000.0
CN,怀化市,spring,no2,30.0
CN,怀化市,spring,o3,179.5
CN,怀化市,spring,pm10,91.5
CN,怀化市,spring,pm25,38.5
CN,怀化市,spring,so2,24.5
CN,怒江州,spring,co,700.0
CN,怒江州,spring,no2,26.0
CN,怒江州,spring,o3,123.0
CN,怒江州,spring,pm10,104.0
CN,怒江州,spring,pm25,57.0
CN,怒江州,spring,so2,11.5
CN,恩施州,spring,co,500.0
CN,恩施州,spring,no2,66.0
CN,恩施州,spring,o3,159.0
CN,恩施州,spring,pm10,90.5
CN,恩施州,spring,pm25,28.0
CN,恩施州,spring,so2,5.5
CN,惠州市,spring,co,600.0
CN,惠州市,spring,no2,18.2
CN,惠州市,spring,o3,127.0
CN,惠州市,spring,pm10,30.4
CN,惠州市,spring,pm25,25.6
CN,惠州市,spring,so2,5.6
CN,成都市,spring,co,816.6666666666666
CN,成都市,spring,no2,72.33333333333333
CN,成都市,spring,o3,209.0
CN,成都市,spring,pm10,68.66666666666667
CN,成都市,spring,pm25,33.333333333333336
CN,成都市,spring,so2,5.666666666666667
CN,扬州市,spring,co,650.0
CN,扬州市,spring,no2,82.75
CN,扬州市,spring,o3,241.25
CN,扬州市,spring,pm10,107.5
CN,扬州市,spring,pm25,64.75
CN,扬州市,spring,so2,16.25
CN,承德市,spring,co,900.0
CN,承德市,spring,no2,47.666666666666664
CN,承德市,spring,o3,186.66666666666666
CN,承德市,spring,pm10,82.33333333333333
CN,承德市,spring,pm25,31.0
CN,承德市,spring,so2,11.0
CN,抚州市,spring,co,1133.3333333333333
CN,抚州市,spring,no2,10.666666666666666
CN,抚州市,spring,o3,153.0
CN,抚州市,spring,pm10,90.66666666666667
CN,抚州市,spring,pm25,53.333333333333336
CN,抚州市,spring,so2,18.666666666666668
CN,抚顺市,spring,co,700.0
CN,抚顺市,spring,no2,24.0
CN,抚顺市,spring,o3,179.2
CN,抚顺市,spring,pm10,62.0
CN,抚顺市,spring,pm25,27.0
CN,抚顺市,spring,so2,23.6
CN,拉萨市,spring,co,325.0
CN,拉萨市,spring,no2,22.5
CN,拉萨市,spring,o3,129.75
CN,拉萨市,spring,pm10,18.75
CN,拉萨市,spring,pm25,5.75
CN,拉萨市,spring,so2,10.25
CN,招远市,spring,co,800.0
CN,招远市,spring,no2,25.5
CN,招远市,spring,o3,241.5
CN,招远市,spring,pm10,111.5
CN,招远市,spring,pm25,52.5
CN,招远市,spring,so2,23.0
CN,招远市,winter,co,1200.0
CN,揭阳市,spring,co,1033.3333333333333
CN,揭阳市,spring,no2,23.333333333333332
CN,揭阳市,spring,o3,136.0
CN,揭阳市,spring,pm10,59.666666666666664
CN,揭阳市,spring,pm25,55.333333333333336
CN,揭阳市,spring,so2,7.666666666666667
CN,攀枝花市,spring,co,680.0
CN,攀枝花市,spring,no2,54.6
CN,攀枝花市,spring,o3,171.4
CN,攀枝花市,spring,pm10,61.8
CN,攀枝花市,spring,pm25,24.4
CN,攀枝花市,spring,so2,13.6
CN,文山州,spring,co,650.0
CN,文山州,spring,no2,11.0
CN,文山州,spring,o3,106.5
CN,文山州,spring,pm10,33.0
CN,文山州,spring,pm25,19.0
CN,文山州,spring,so2,1.5
CN,文登市,spring,co,1100.0
CN,文登市,spring,no2,21.5
CN,文登市,spring,o3,247.0
CN,文登市,spring,pm10,119.5
CN,文登市,spring,pm25,46.5
CN,文登市,spring,so2,7.5
CN,新乡市,spring,co,450.0
CN,新乡市,spring,no2,31.0
CN,新乡市,spring,o3,194.0
CN,新乡市,spring,pm10,103.0
CN,新乡市,spring,pm25,30.5
CN,新乡市,spring,so2,11.0
CN,新余市,spring,co,700.0
CN,新余市,spring,no2,26.25
CN,新余市,spring,o3,112.0
CN,新余市,spring,pm10,72.75
CN,新余市,spring,pm25,40.5
CN,新余市,spring,so2,8.0
CN,无锡市,spring,co,733.3333333333334
CN,无锡市,spring,no2,92.5
CN,无锡市,spring,o3,234.16666666666666
CN,无锡市,spring,pm10,92.16666666666667
CN,无锡市,spring,pm25,42.5
CN,无锡市,spring,so2,9.833333333333334
CN,日喀则市,spring,co,500.0
CN,日喀则市,spring,no2,4.5
CN,日喀则市,spring,o3,143.5
CN,日喀则市,spring,pm10,47.5
CN,日喀则市,spring,pm25,9.5
CN,日喀则市,spring,so2,2.5
CN,日照市,spring,co,750.0
CN,日照市,spring,no2,36.5
CN,日照市,spring,o3,240.0
CN,日照市,spring,pm10,98.5
CN,日照市,spring,pm25,41.5
CN,日照市,spring,so2,15.5
CN,昆山市,spring,co,800.0
CN,昆山市,spring,no2,44.0
CN,昆山市,spring,o3,230.0
CN,昆山市,spring,pm10,97.0
CN,昆山市,spring,pm25,47.0
CN,昆山市,spring,so2,14.0
CN,昆明市,spring,co,700.0
CN,昆明市,spring,no2,29.5
CN,昆明市,spring,o3,164.25
CN,昆明市,spring,pm10,67.75
CN,昆明市,spring,pm25,35.5
CN,昆明市,spring,so2,6.75
CN,昌吉州,spring,co,350.0
CN,昌吉州,spring,no2,9.0
CN,昌吉州,spring,o3,95.5
CN,昌吉州,spring,pm10,10.0
CN,昌吉州,spring,pm25,6.5
CN,昌吉州,spring,so2,6.5
CN,昌都市,spring,co,300.0
CN,昌都市,spring,no2,10.0
CN,昌都市,spring,o3,125.0
CN,昌都市,spring,pm10,12.5
CN,昌都市,spring,pm25,6.5
CN,昌都市,spring,so2,6.0
CN,晋中市,spring,co,733.3333333333334
CN,晋中市,spring,no2,32.333333333333336
CN,晋中市,spring,o3,216.0
CN,晋中市,spring,pm10,76.33333333333333
CN,晋中市,spring,pm25,34.333333333333336
CN,晋中市,spring,so2,13.0
CN,晋城市,spring,co,700.0
CN,晋城市,spring,no2,46.25
CN,晋城市,spring,o3,198.25
CN,晋城市,spring,pm10,94.75
CN,晋城市,spring,pm25,25.5
CN,晋城市,spring,so2,19.25
CN,普洱市,spring,co,400.0
CN,普洱市,spring,no2,17.0
CN,普洱市,spring,o3,155.0
CN,普洱市,spring,pm10,37.0
CN,普洱市,spring,pm25,27.0
CN,普洱市,spring,so2,7.0
CN,景德镇市,spring,co,875.0
CN,景德镇市,spring,no2,45.5
CN,景德镇市,spring,o3,176.75
CN,景德镇市,spring,pm10,97.75
CN,景德镇市,spring,pm25,45.5
CN,景德镇市,spring,so2,27.5
CN,曲靖市,spring,co,1100.0
CN,曲靖市,spring,no2,23.5
CN,曲靖市,spring,o3,167.0
CN,曲靖市,spring,pm10,68.0
CN,曲靖市,spring,pm25,29.5
CN,曲靖市,spring,so2,8.0
CN,朔州市,spring,co,633.3333333333334
CN,朔州市,spring,no2,33.0
CN,朔州市,spring,o3,209.33333333333334
CN,朔州市,spring,pm10,74.33333333333333
CN,朔州市,spring,pm25,34.333333333333336
CN,朔州市,spring,so2,14.333333333333334
CN,朝阳市,spring,co,800.0
CN,朝阳市,spring,no2,14.0
CN,朝阳市,spring,o3,211.0
CN,朝阳市,spring,pm10,49.5
CN,朝阳市,spring,pm25,31.0
CN,朝阳市,spring,so2,15.0
CN,本溪市,spring,co,1000.0
CN,本溪市,spring,no2,21.833333333333332
CN,本溪市,spring,o3,196.83333333333334
CN,本溪市,spring,pm10,46.0
CN,本溪市,spring,pm25,22.5
CN,本溪市,spring,so2,24.333333333333332
CN,来宾市,spring,co,800.0
CN,来宾市,spring,no2,39.0
CN,来宾市,spring,o3,203.5
CN,来宾市,spring,pm10,159.0
CN,来宾市,spring,pm25,76.5
CN,来宾市,spring,so2,30.0
CN,杭州市,spring,co,890.0
CN,杭州市,spring,no2,67.6
CN,杭州市,spring,o3,262.0
CN,杭州市,spring,pm10,126.0
CN,杭州市,spring,pm25,68.3
CN,杭州市,spring,so2,10.7
CN,松原市,spring,co,600.0
CN,松原市,spring,no2,24.0
CN,松原市,spring,o3,117.0
CN,松原市,spring,pm10,52.0
CN,松原市,spring,pm25,15.0
CN,松原市,spring,so2,2.0
CN,林芝市,spring,co,500.0
CN,林芝市,spring,no2,10.0
CN,林芝市,spring,o3,101.0
CN,林芝市,spring,pm10,6.5
CN,林芝市,spring,pm25,8.0
CN,林芝市,spring,so2,8.0
CN,果洛州,spring,co,400.0
CN,果洛州,spring,no2,7.0
CN,果洛州,spring,o3,77.0
CN,果洛州,spring,pm10,47.0
CN,果洛州,spring,pm25,27.0
CN,果洛州,spring,so2,16.0
CN,枣庄市,spring,co,1080.0
CN,枣庄市,spring,no2,41.4
CN,枣庄市,spring,o3,207.8
CN,枣庄市,spring,pm10,99.0
CN,枣庄市,spring,pm25,35.2
CN,枣庄市,spring,so2,23.2
CN,柳州市,spring,co,1050.0
CN,柳州市,spring,no2,54.166666666666664
CN,柳州市,spring,o3,147.16666666666666
CN,柳州市,spring,pm10,101.16666666666667
CN,柳州市,spring,pm25,53.333333333333336
CN,柳州市,spring,so2,7.833333333333333
CN,株洲市,spring,co,1200.0
CN,株洲市,spring,no2,46.6
CN,株洲市,spring,o3,177.8
CN,株洲市,spring,pm10,98.2
CN,株洲市,spring,pm25,52.6
CN,株洲市,spring,so2,10.4
CN,桂林市,spring,co,650.0
CN,桂林市,spring,no2,28.0
CN,桂林市,spring,o3,180.0
CN,桂林市,spring,pm10,85.5
CN,桂林市,spring,pm25,38.5
CN,桂林市,spring,so2,8.5
CN,梅州市,spring,co,900.0
CN,梅州市,spring,no2,17.333333333333332
CN,梅州市,spring,o3,90.0
CN,梅州市,spring,pm10,44.0
CN,梅州市,spring,pm25,32.333333333333336
CN,梅州市,spring,so2,8.333333333333334
CN,梧州市,spring,co,900.0
CN,梧州市,spring,no2,24.5
CN,梧州市,spring,o3,92.0
CN,梧州市,spring,pm10,51.0
CN,梧州市,spring,pm25,34.5
CN,梧州市,spring,so2,8.5
CN,楚雄州,spring,co,900.0
CN,楚雄州,spring,no2,12.5
CN,楚雄州,spring,o3,144.5
CN,楚雄州,spring,pm10,56.0
CN,楚雄州,spring,pm25,34.0
CN,楚雄州,spring,so2,12.5
CN,榆林市,spring,co,1000.0
CN,榆林市,spring,no2,60.75
CN,榆林市,spring,o3,169.0
CN,榆林市,spring,pm10,56.75
CN,榆林市,spring,pm25,20.5
CN,榆林市,spring,so2,7.75
CN,武威市,spring,co,400.0
CN,武威市,spring,no2,10.0
CN,武威市,spring,o3,156.0
CN,武威市,spring,pm10,46.0
CN,武威市,spring,pm25,16.0
CN,武威市,spring,so2,2.0
CN,武汉市,spring,co,1166.6666666666667
CN,武汉市,spring,no2,117.0
CN,武汉市,spring,o3,228.88888888888889
CN,武汉市,spring,pm10,101.33333333333333
CN,武汉市,spring,pm25,45.888888888888886
CN,武汉市,spring,so2,10.88888888888889
CN,毕节市,spring,co,400.0
CN,毕节市,spring,no2,16.0
CN,毕节市,spring,o3,141.0
CN,毕节市,spring,pm10,75.0
CN,毕节市,spring,pm25,48.0
CN,毕节市,spring,so2,9.0
CN,永州市,spring,co,600.0
CN,永州市,spring,no2,46.0
CN,永州市,spring,o3,125.5
CN,永州市,spring,pm10,80.0
CN,永州市,spring,pm25,47.0
CN,永州市,spring,so2,15.5
CN,汉中市,spring,co,950.0
CN,汉中市,spring,no2,26.0
CN,汉中市,spring,o3,154.5
CN,汉中市,spring,pm10,97.0
CN,汉中市,spring,pm25,82.5
CN,汉中市,spring,so2,16.0
CN,汕头市,spring,co,800.0
CN,汕头市,spring,no2,17.0
CN,汕头市,spring,o3,150.75
CN,汕头市,spring,pm10,34.5
CN,汕头市,spring,pm25,31.5
CN,汕头市,spring,so2,8.25
CN,汕尾市,spring,co,800.0
CN,汕尾市,spring,no2,11.0
CN,汕尾市,spring,o3,147.0
CN,汕尾市,spring,pm10,60.0
CN,汕尾市,spring,pm25,52.0
CN,汕尾市,spring,so2,7.0
CN,江门市,spring,co,750.0
CN,江门市,spring,no2,32.0
CN,江门市,spring,o3,111.5
CN,江门市,spring,pm10,21.0
CN,江门市,spring,pm25,13.75
CN,江门市,spring,so2,5.25
CN,江阴市,spring,co,1000.0
CN,江阴市,spring,no2,87.33333333333333
CN,江阴市,spring,o3,255.0
CN,江阴市,spring,pm10,88.0
CN,江阴市,spring,pm25,45.666666666666664
CN,江阴市,spring,so2,11.0
CN,池州市,spring,co,800.0
CN,池州市,spring,no2,45.333333333333336
CN,池州市,spring,o3,200.66666666666666
CN,池州市,spring,pm10,85.0
CN,池州市,spring,pm25,45.333333333333336
CN,池州市,spring,so2,7.666666666666667
CN,沈阳市,spring,co,720.0
CN,沈阳市,spring,no2,34.6
CN,沈阳市,spring,o3,190.8
CN,沈阳市,spring,pm10,85.7
CN,沈阳市,spring,pm25,32.8
CN,沈阳市,spring,so2,39.1
CN,沧州市,spring,co,650.0
CN,沧州市,spring,no2,28.0
CN,沧州市,spring,o3,263.0
CN,沧州市,spring,pm10,81.0
CN,沧州市,spring,pm25,48.5
CN,沧州市,spring,so2,22.5
CN,河池市,spring,co,850.0
CN,河池市,spring,no2,38.5
CN,河池市,spring,o3,185.5
CN,河池市,spring,pm10,69.5
CN,河池市,spring,pm25,53.5
CN,河池市,spring,so2,6.0
CN,河源市,spring,co,800.0
CN,河源市,spring,no2,50.666666666666664
CN,河源市,spring,o3,52.0
CN,河源市,spring,pm10,44.0
CN,河源市,spring,pm25,23.666666666666668
CN,河源市,spring,so2,7.666666666666667
CN,泉州市,spring,co,475.0
CN,泉州市,spring,no2,22.0
CN,泉州市,spring,o3,174.5
CN,泉州市,spring,pm10,42.25
CN,泉州市,spring,pm25,20.25
CN,泉州市,spring,so2,8.75
CN,泰安市,spring,co,300.0
CN,泰安市,spring,no2,19.5
CN,泰安市,spring,o3,252.0
CN,泰安市,spring,pm10,111.0
CN,泰安市,spring,pm25,20.0
CN,泰安市,spring,so2,8.5
CN,泰州市,spring,co,675.0
CN,泰州市,spring,no2,66.0
CN,泰州市,spring,o3,263.25
CN,泰州市,spring,pm10,88.0
CN,泰州市,spring,pm25,51.75
CN,泰州市,spring,so2,12.25
CN,泸州市,spring,co,925.0
CN,泸州市,spring,no2,48.75
CN,泸州市,spring,o3,172.75
CN,泸州市,spring,pm10,74.5
CN,泸州市,spring,pm25,56.75
CN,泸州市,spring,so2,11.75
CN,洛阳市,spring,co,420.0
CN,洛阳市,spring,no2,28.0
CN,洛阳市,spring,o3,200.4
CN,洛阳市,spring,pm10,78.8
CN,洛阳市,spring,pm25,20.0
CN,洛阳市,spring,so2,14.4
CN,济南市,spring,co,625.0
CN,济南市,spring,no2,54.75
CN,济南市,spring,o3,241.5
CN,济南市,spring,pm10,94.0
CN,济南市,spring,pm25,27.0
CN,济南市,spring,so2,14.5
CN,济宁市,spring,co,600.0
CN,济宁市,spring,no2,22.5
CN,济宁市,spring,o3,228.0
CN,济宁市,spring,pm10,85.5
CN,济宁市,spring,pm25,34.0
CN,济宁市,spring,so2,10.5
CN,海东地区,spring,co,400.0
CN,海东地区,spring,no2,74.0
CN,海东地区,spring,o3,124.0
CN,海东地区,spring,pm10,69.0
CN,海东地区,spring,pm25,39.0
CN,海东地区,spring,so2,5.0
CN,海北州,spring,co,600.0
CN,海北州,spring,no2,28.0
CN,海北州,spring,o3,143.0
CN,海北州,spring,pm10,28.0
CN,海北州,spring,pm25,21.0
CN,海北州,spring,so2,9.0
CN,海南州,spring,co,800.0
CN,海南州,spring,no2,30.0
CN,海南州,spring,o3,137.0
CN,海南州,spring,pm10,59.0
CN,海南州,spring,pm25,26.0
CN,海南州,spring,so2,10.0
CN,海口市,spring,co,500.0
CN,海口市,spring,no2,19.5
CN,海口市,spring,o3,124.25
CN,海口市,spring,pm10,15.25
CN,海口市,spring,pm25,11.75
CN,海口市,spring,so2,4.0
CN,海西州,spring,co,700.0
CN,海西州,spring,no2,14.0
CN,海西州,spring,o3,140.0
CN,海西州,spring,pm10,51.0
CN,海西州,spring,pm25,17.0
CN,海西州,spring,so2,9.0
CN,海门市,spring,co,1000.0
CN,海门市,spring,no2,14.0
CN,海门市,spring,o3,222.0
CN,海门市,spring,pm10,119.0
CN,海门市,spring,pm25,70.0
CN,海门市,spring,so2,40.0
CN,海门市,winter,co,1200.0
CN,海门市,winter,no2,20.0
CN,海门市,winter,o3,86.0
CN,海门市,winter,pm10,118.0
CN,海门市,winter,pm25,85.0
CN,海门市,winter,so2,7.0
CN,淄博市,spring,co,1220.0
CN,淄博市,spring,no2,61.4
CN,淄博市,spring,o3,264.4
CN,淄博市,spring,pm10,116.2
CN,淄博市,spring,pm25,47.2
CN,淄博市,spring,so2,31.8
CN,淮北市,spring,co,450.0
CN,淮北市,spring,no2,32.5
CN,淮北市,spring,o3,198.5
CN,淮北市,spring,pm10,113.5
CN,淮北市,spring,pm25,42.5
CN,淮北市,spring,so2,9.5
CN,淮南市,spring,co,400.0
CN,淮南市,spring,no2,26.0
CN,淮南市,spring,o3,191.2
CN,淮南市,spring,pm10,133.0
CN,淮南市,spring,pm25,43.8
CN,淮南市,spring,so2,12.2
CN,淮安市,spring,co,800.0
CN,淮安市,spring,no2,59.0
CN,淮安市,spring,o3,235.33333333333334
CN,淮安市,spring,pm10,101.0
CN,淮安市,spring,pm25,43.333333333333336
CN,淮安市,spring,so2,15.666666666666666
CN,深圳市,spring,co,662.5
CN,深圳市,spring,no2,13.375
CN,深圳市,spring,o3,126.0
CN,深圳市,spring,pm10,57.875
CN,深圳市,spring,pm25,35.25
CN,深圳市,spring,so2,4.0
CN,清远市,spring,co,950.0
CN,清远市,spring,no2,20.0
CN,清远市,spring,o3,34.0
CN,清远市,spring,pm10,23.5
CN,清远市,spring,pm25,9.5
CN,清远市,spring,so2,4.5
CN,温州市,spring,co,533.3333333333334
CN,温州市,spring,no2,33.0
CN,温州市,spring,o3,212.66666666666666
CN,温州市,spring,pm10,98.33333333333333
CN,温州市,spring,pm25,48.333333333333336
CN,温州市,spring,so2,6.0
CN,渭南市,spring,co,466.6666666666667
CN,渭南市,spring,no2,66.33333333333333
CN,渭南市,spring,o3,174.33333333333334
CN,渭南市,spring,pm10,82.33333333333333
CN,渭南市,spring,pm25,35.0
CN,渭南市,spring,so2,9.0
CN,湖州市,spring,co,833.3333333333334
CN,湖州市,spring,no2,42.666666666666664
CN,湖州市,spring,o3,243.33333333333334
CN,湖州市,spring,pm10,116.66666666666667
CN,湖州市,spring,pm25,60.333333333333336
CN,湖州市,spring,so2,14.666666666666666
CN,湘潭市,spring,co,1140.0
CN,湘潭市,spring,no2,89.8
CN,湘潭市,spring,o3,195.2
CN,湘潭市,spring,pm10,105.6
CN,湘潭市,spring,pm25,65.4
CN,湘潭市,spring,so2,17.2
CN,湘西州,spring,co,600.0
