country,city,year,avg_bc,avg_co,avg_no2,avg_o3,avg_pm10,avg_pm25,avg_so2,pollutant_span
CN,南通市,2019,,760.0,120.8,295.6,127.2,74.6,24.0,736.0
CN,南阳市,2019,,575.0,27.0,208.5,87.75,31.5,10.75,564.25
CN,博州,2019,,100.0,5.0,107.0,26.0,5.0,5.0,102.0
CN,厦门市,2019,,566.6666666666666,48.666666666666664,147.66666666666666,47.0,31.0,3.3333333333333335,563.3333333333333
CN,双鸭山市,2019,,700.0,10.666666666666666,75.0,34.666666666666664,13.0,5.0,695.0
CN,句容市,2019,,500.0,24.0,232.5,62.0,38.0,6.0,494.0
CN,台州市,2019,,600.0,25.0,219.0,104.0,42.0,6.0,594.0
CN,合肥市,2019,,725.0,100.625,199.625,129.375,39.125,6.0,719.0
CN,吉安市,2019,,750.0,59.5,142.0,100.5,47.0,10.5,739.5
CN,吉林市,2019,,657.1428571428571,39.142857142857146,152.71428571428572,57.857142857142854,37.57142857142857,14.285714285714286,642.8571428571428
CN,吐鲁番地区,2019,,600.0,23.0,108.0,219.0,123.0,6.0,594.0
CN,吕梁市,2019,,300.0,10.0,149.0,36.0,28.0,26.0,290.0
CN,吴忠市,2019,,500.0,26.0,150.5,74.5,22.0,9.0,491.0
CN,吴江市,2019,,800.0,53.0,213.0,115.33333333333333,44.666666666666664,12.333333333333334,787.6666666666666
CN,周口市,2019,,566.6666666666666,25.333333333333332,211.0,67.0,35.666666666666664,7.333333333333333,559.3333333333333
CN,呼伦贝尔市,2019,,500.0,11.5,113.0,50.0,32.0,3.5,496.5
CN,呼和浩特市,2019,,675.0,53.375,194.75,73.5,25.375,10.625,664.375
CN,和田地区,2019,,450.0,18.5,112.5,204.0,69.5,5.0,445.0
CN,咸宁市,2019,,766.6666666666666,26.0,222.33333333333334,109.33333333333333,50.333333333333336,10.333333333333334,756.3333333333333
CN,咸阳市,2019,,466.6666666666667,56.0,192.66666666666666,64.0,21.0,6.333333333333333,460.33333333333337
CN,哈密地区,2019,,350.0,6.0,98.0,354.5,71.0,2.0,352.5
CN,哈尔滨市,2019,,525.0,29.625,106.625,34.125,13.75,12.125,512.875
CN,唐山市,2019,,2925.0,58.0,291.75,104.5,46.5,38.5,2886.5
CN,商丘市,2019,,920.0,31.0,168.0,137.4,118.8,10.4,909.6
CN,商洛市,2019,,600.0,76.0,166.0,60.0,24.0,24.0,576.0
CN,喀什地区,2019,,400.0,27.5,118.5,54.5,27.5,5.0,395.0
CN,嘉兴市,2019,,966.6666666666666,37.0,238.0,178.33333333333334,101.0,11.333333333333334,955.3333333333333
CN,嘉峪关市,2019,,600.0,41.0,149.0,114.0,44.0,10.0,590.0
CN,四平市,2019,,500.0,40.5,149.5,48.5,22.0,10.0,490.0
CN,塔城地区,2019,,700.0,7.0,72.0,28.0,5.0,3.0,697.0
CN,大兴安岭地区,2019,,200.0,8.0,101.0,26.0,20.0,9.0,192.0
CN,大同市,2019,,1183.3333333333333,87.0,160.0,72.5,31.833333333333332,26.666666666666668,1156.6666666666665
CN,大庆市,2019,,400.0,20.0,109.66666666666667,31.0,14.333333333333334,6.0,394.0
CN,大理州,2019,,850.0,7.5,134.5,80.5,44.0,4.5,845.5
CN,大连市,2019,,687.5,22.625,219.875,82.25,44.0,8.25,679.25
CN,天水市,2019,,400.0,20.5,149.5,54.0,26.0,7.0,393.0
CN,天津市,2019,,1053.8461538461538,48.76923076923077,333.53846153846155,129.23076923076923,47.61538461538461,15.538461538461538,1038.3076923076924
CN,太仓市,2019,,650.0,48.0,311.0,73.5,42.5,7.0,643.0
CN,太原市,2019,,862.5,73.5,217.25,100.75,36.375,17.5,845.0
CN,威海市,2019,,1000.0,28.5,233.0,126.0,61.0,8.5,991.5
CN,娄底市,2019,,650.0,34.0,165.5,75.5,49.5,12.0,638.0
CN,宁德市,2019,,666.6666666666666,23.0,130.66666666666666,59.0,42.0,5.333333333333333,661.3333333333333
CN,宁波市,2019,,633.3333333333334,50.166666666666664,286.0,75.83333333333333,39.833333333333336,8.666666666666666,624.6666666666667
CN,安庆市,2019,,650.0,74.0,203.5,99.5,52.0,6.5,643.5
CN,安康市,2019,,700.0,44.0,146.0,130.5,40.5,10.5,689.5
CN,安阳市,2019,,700.0,22.333333333333332,250.0,96.66666666666667,26.333333333333332,9.666666666666666,690.3333333333334
CN,安顺市,2019,,550.0,6.0,121.0,39.5,24.0,11.0,544.0
CN,定西市,2019,,300.0,19.0,136.0,66.5,31.5,7.5,292.5
CN,宜兴市,2019,,500.0,32.0,150.0,28.0,30.5,16.0,484.0
CN,宜宾市,2019,,766.6666666666666,43.0,163.33333333333334,86.33333333333333,53.333333333333336,12.0,754.6666666666666
CN,宜昌市,2019,,840.0,62.4,191.8,101.8,40.2,8.2,831.8
CN,宜春市,2018,,700.0,22.0,50.0,58.0,34.0,13.0,687.0
CN,宜春市,2019,,700.0,17.5,189.5,68.75,36.75,8.5,691.5
CN,宝鸡市,2019,,533.3333333333334,50.833333333333336,181.66666666666666,64.33333333333333,34.0,6.666666666666667,526.6666666666667
CN,宣城市,2019,,850.0,56.0,251.5,95.0,33.5,5.5,844.5
CN,宿州市,2019,,700.0,44.5,170.0,79.0,37.5,13.5,686.5
CN,宿迁市,2018,,700.0,16.0,68.0,88.0,39.0,7.0,693.0
CN,宿迁市,2019,,575.0,37.5,200.75,86.5,37.25,7.0,568.0
CN,富阳市,2019,,800.0,59.0,63.0,91.0,45.0,4.0,796.0
CN,寿光市,2019,,1000.0,57.0,241.0,154.0,55.0,15.0,985.0
CN,山南市,2019,,350.0,8.5,130.5,5.5,5.5,4.5,345.5
CN,岳阳市,2019,,1300.0,66.75,202.5,118.0,56.5,5.5,1294.5
CN,崇左市,2019,,700.0,39.5,149.5,103.5,37.5,23.0,677.0
CN,巴中市,2018,,1100.0,27.0,82.0,86.0,56.0,4.0,1096.0
CN,巴中市,2019,,760.0,38.0,123.8,70.8,56.4,9.0,751.0
CN,巴彦淖尔市,2019,,800.0,24.5,213.5,85.0,28.5,10.5,789.5
CN,常州市,2019,,650.0,64.25,207.75,56.0,31.0,9.0,641.0
CN,常德市,2019,,850.0,35.0,178.25,86.5,43.5,14.25,835.75
CN,常熟市,2019,,533.3333333333334,45.666666666666664,261.0,85.33333333333333,45.666666666666664,14.333333333333334,519.0
CN,平凉市,2019,,900.0,59.0,144.0,73.0,17.0,7.0,893.0
CN,平度市,2019,,1100.0,55.0,278.5,170.5,56.5,8.5,1091.5
CN,平顶山市,2019,,600.0,23.5,182.5,81.5,32.5,8.5,591.5
CN,广元市,2019,,600.0,32.0,117.0,75.0,42.0,10.0,590.0
CN,广安市,2019,,625.0,23.5,173.0,66.5,41.75,12.25,612.75
CN,广州市,2019,,866.6666666666666,55.22222222222222,85.66666666666667,30.77777777777778,18.666666666666668,5.222222222222222,861.4444444444445
CN,庆阳市,2019,,600.0,18.0,161.0,53.0,19.0,6.0,594.0
CN,库尔勒市,2019,,333.3333333333333,8.333333333333334,101.66666666666667,310.3333333333333,47.666666666666664,5.666666666666667,327.66666666666663
CN,廊坊市,2019,,1433.3333333333333,119.66666666666667,342.3333333333333,112.0,37.666666666666664,6.666666666666667,1426.6666666666665
CN,延安市,2019,,700.0,106.33333333333333,175.0,64.66666666666667,22.0,9.0,691.0
CN,延边州,2019,,566.6666666666666,32.333333333333336,119.33333333333333,37.0,20.666666666666668,4.666666666666667,562.0
CN,开封市,2019,,550.0,16.0,221.25,86.0,31.75,7.0,543.0
CN,张家口市,2019,,966.6666666666666,35.333333333333336,167.0,85.0,34.333333333333336,27.666666666666668,939.0
CN,张家港市,2019,,600.0,55.0,252.5,58.0,45.0,12.5,587.5
CN,张家界市,2019,,600.0,22.75,135.0,63.75,31.5,3.0,597.0
CN,张掖市,2019,,300.0,57.0,156.0,66.0,32.0,10.0,290.0
CN,徐州市,2019,,750.0,58.5,205.75,125.75,44.75,19.75,730.25
CN,德宏州,2019,,1100.0,25.5,147.0,61.0,50.0,7.5,1092.5
CN,德州市,2019,,433.3333333333333,20.0,281.3333333333333,99.33333333333333,18.333333333333332,5.333333333333333,428.0
CN,德阳市,2019,,600.0,37.0,172.0,115.5,41.0,8.5,591.5
CN,忻州市,2019,,600.0,52.0,171.0,80.0,28.666666666666668,78.0,571.3333333333334
CN,怀化市,2019,,1000.0,30.0,179.5,91.5,38.5,24.5,975.5
CN,怒江州,2019,,700.0,26.0,123.0,104.0,57.0,11.5,688.5
CN,恩施州,2019,,500.0,66.0,159.0,90.5,28.0,5.5,494.5
CN,惠州市,2019,,600.0,18.2,127.0,30.4,25.6,5.6,594.4
CN,成都市,2019,,816.6666666666666,72.33333333333333,209.0,68.66666666666667,33.333333333333336,5.666666666666667,811.0
CN,扬州市,2019,,650.0,82.75,241.25,107.5,64.75,16.25,633.75
CN,承德市,2019,,900.0,47.666666666666664,186.66666666666666,82.33333333333333,31.0,11.0,889.0
CN,抚州市,2019,,1133.3333333333333,10.666666666666666,153.0,90.66666666666667,53.333333333333336,18.666666666666668,1122.6666666666665
CN,抚顺市,2019,,700.0,24.0,179.2,62.0,27.0,23.6,676.4
CN,拉萨市,2019,,325.0,22.5,129.75,18.75,5.75,10.25,319.25
CN,招远市,2019,,1000.0,25.5,241.5,111.5,52.5,23.0,977.0
CN,揭阳市,2019,,1033.3333333333333,23.333333333333332,136.0,59.666666666666664,55.333333333333336,7.666666666666667,1025.6666666666665
CN,攀枝花市,2019,,680.0,54.6,171.4,61.8,24.4,13.6,666.4
CN,文山州,2019,,650.0,11.0,106.5,33.0,19.0,1.5,648.5
CN,文登市,2019,,1100.0,21.5,247.0,119.5,46.5,7.5,1092.5
CN,新乡市,2019,,450.0,31.0,194.0,103.0,30.5,11.0,439.0
CN,新余市,2019,,700.0,26.25,112.0,72.75,40.5,8.0,692.0
CN,无锡市,2019,,733.3333333333334,92.5,234.16666666666666,92.16666666666667,42.5,9.833333333333334,723.5
CN,日喀则市,2019,,500.0,4.5,143.5,47.5,9.5,2.5,497.5
CN,日照市,2019,,750.0,36.5,240.0,98.5,41.5,15.5,734.5
CN,昆山市,2019,,800.0,44.0,230.0,97.0,47.0,14.0,786.0
CN,昆明市,2019,,700.0,29.5,164.25,67.75,35.5,6.75,693.25
CN,昌吉州,2019,,350.0,9.0,95.5,10.0,6.5,6.5,343.5
CN,昌都市,2019,,300.0,10.0,125.0,12.5,6.5,6.0,294.0
CN,晋中市,2019,,733.3333333333334,32.333333333333336,216.0,76.33333333333333,34.333333333333336,13.0,720.3333333333334
CN,晋城市,2019,,700.0,46.25,198.25,94.75,25.5,19.25,680.75
CN,普洱市,2019,,400.0,17.0,155.0,37.0,27.0,7.0,393.0
CN,景德镇市,2019,,875.0,45.5,176.75,97.75,45.5,27.5,847.5
CN,曲靖市,2019,,1100.0,23.5,167.0,68.0,29.5,8.0,1092.0
CN,朔州市,2019,,633.3333333333334,33.0,209.33333333333334,74.33333333333333,34.333333333333336,14.333333333333334,619.0
CN,朝阳市,2019,,800.0,14.0,211.0,49.5,31.0,15.0,786.0
CN,本溪市,2019,,1000.0,21.833333333333332,196.83333333333334,46.0,22.5,24.333333333333332,978.1666666666666
CN,来宾市,2019,,800.0,39.0,203.5,159.0,76.5,30.0,770.0
CN,杭州市,2019,,890.0,67.6,262.0,126.0,68.3,10.7,879.3
CN,松原市,2019,,600.0,24.0,117.0,52.0,15.0,2.0,598.0
CN,林芝市,2019,,500.0,10.0,101.0,6.5,8.0,8.0,493.5
CN,果洛州,2019,,400.0,7.0,77.0,47.0,27.0,16.0,393.0
CN,枣庄市,2019,,1080.0,41.4,207.8,99.0,35.2,23.2,1056.8
CN,柳州市,2019,,1050.0,54.166666666666664,147.16666666666666,101.16666666666667,53.333333333333336,7.833333333333333,1042.1666666666667
CN,株洲市,2019,,1200.0,46.6,177.8,98.2,52.6,10.4,1189.6
CN,桂林市,2019,,650.0,28.0,180.0,85.5,38.5,8.5,641.5
CN,梅州市,2019,,900.0,17.333333333333332,90.0,44.0,32.333333333333336,8.333333333333334,891.6666666666666
CN,梧州市,2019,,900.0,24.5,92.0,51.0,34.5,8.5,891.5
CN,楚雄州,2019,,900.0,12.5,144.5,56.0,34.0,12.5,887.5
CN,榆林市,2019,,1000.0,60.75,169.0,56.75,20.5,7.75,992.25
CN,武威市,2019,,400.0,10.0,156.0,46.0,16.0,2.0,398.0
CN,武汉市,2019,,1166.6666666666667,117.0,228.88888888888889,101.33333333333333,45.888888888888886,10.88888888888889,1155.7777777777778
CN,毕节市,2019,,400.0,16.0,141.0,75.0,48.0,9.0,391.0
CN,永州市,2019,,600.0,46.0,125.5,80.0,47.0,15.5,584.5
CN,汉中市,2019,,950.0,26.0,154.5,97.0,82.5,16.0,934.0
CN,汕头市,2019,,800.0,17.0,150.75,34.5,31.5,8.25,791.75
CN,汕尾市,2019,,800.0,11.0,147.0,60.0,52.0,7.0,793.0
CN,江门市,2019,,750.0,32.0,111.5,21.0,13.75,5.25,744.75
CN,江阴市,2019,,1000.0,87.33333333333333,255.0,88.0,45.666666666666664,11.0,989.0
CN,池州市,2019,,800.0,45.333333333333336,200.66666666666666,85.0,45.333333333333336,7.666666666666667,792.3333333333334
CN,沈阳市,2019,,720.0,34.6,190.8,85.7,32.8,39.1,687.2
CN,沧州市,2019,,650.0,28.0,263.0,81.0,48.5,22.5,627.5
CN,河池市,2019,,850.0,38.5,185.5,69.5,53.5,6.0,844.0
CN,河源市,2019,,800.0,50.666666666666664,52.0,44.0,23.666666666666668,7.666666666666667,792.3333333333334
CN,泉州市,2019,,475.0,22.0,174.5,42.25,20.25,8.75,466.25
CN,泰安市,2019,,300.0,19.5,252.0,111.0,20.0,8.5,291.5
CN,泰州市,2019,,675.0,66.0,263.25,88.0,51.75,12.25,662.75
CN,泸州市,2019,,925.0,48.75,172.75,74.5,56.75,11.75,913.25
CN,洛阳市,2019,,420.0,28.0,200.4,78.8,20.0,14.4,405.6
CN,济南市,2019,,625.0,54.75,241.5,94.0,27.0,14.5,610.5
CN,济宁市,2019,,600.0,22.5,228.0,85.5,34.0,10.5,589.5
CN,海东地区,2019,,400.0,74.0,124.0,69.0,39.0,5.0,395.0
CN,海北州,2019,,600.0,28.0,143.0,28.0,21.0,9.0,591.0
CN,海南州,2019,,800.0,30.0,137.0,59.0,26.0,10.0,790.0
CN,海口市,2019,,500.0,19.5,124.25,15.25,11.75,4.0,496.0
CN,海西州,2019,,700.0,14.0,140.0,51.0,17.0,9.0,691.0
CN,海门市,2019,,1100.0,17.0,154.0,118.5,77.5,23.5,1083.0
CN,淄博市,2019,,1220.0,61.4,264.4,116.2,47.2,31.8,1188.2
CN,淮北市,2019,,450.0,32.5,198.5,113.5,42.5,9.5,440.5
CN,淮南市,2019,,400.0,26.0,191.2,133.0,43.8,12.2,387.8
CN,淮安市,2019,,800.0,59.0,235.33333333333334,101.0,43.333333333333336,15.666666666666666,784.3333333333334
CN,深圳市,2019,,662.5,13.375,126.0,57.875,35.25,4.0,658.5
CN,清远市,2019,,950.0,20.0,34.0,23.5,9.5,4.5,945.5
CN,温州市,2019,,533.3333333333334,33.0,212.66666666666666,98.33333333333333,48.333333333333336,6.0,527.3333333333334
CN,渭南市,2019,,466.6666666666667,66.33333333333333,174.33333333333334,82.33333333333333,35.0,9.0,457.6666666666667
CN,湖州市,2019,,833.3333333333334,42.666666666666664,243.33333333333334,116.66666666666667,60.333333333333336,14.666666666666666,818.6666666666667
CN,湘潭市,2019,,1140.0,89.8,195.2,105.6,65.4,17.2,1122.8
CN,湘西州,2019,,600.0,18.5,115.0,55.5,25.5,8.0,592.0
CN,湛江市,2019,,933.3333333333334,18.0,156.0,57.333333333333336,38.333333333333336,7.666666666666667,925.6666666666667
CN,溧阳市,2019,,1100.0,34.0,202.5,125.0,78.5,15.0,1085.0
CN,滁州市,2019,,850.0,64.5,174.5,99.25,39.0,10.5,839.5
CN,滨州市,2019,,1100.0,32.0,278.0,81.0,40.0,21.0,1079.0
CN,漯河市,2019,,400.0,24.5,188.5,75.5,29.5,7.5,392.5
CN,漳州市,2019,,575.0,18.5,137.25,50.5,28.0,8.5,566.5
CN,潍坊市,2019,,975.0,89.0,314.0,200.25,66.0,25.5,949.5
CN,潮州市,2019,,800.0,19.0,134.0,44.0,48.0,9.0,791.0
CN,濮阳市,2019,,633.3333333333334,20.666666666666668,219.66666666666666,89.33333333333333,27.666666666666668,8.0,625.3333333333334
CN,烟台市,2019,,733.3333333333334,80.33333333333333,255.0,133.33333333333334,58.0,11.333333333333334,722.0
CN,焦作市,2019,,250.0,51.5,206.5,97.0,39.5,7.5,242.5
CN,牡丹江市,2019,,500.0,30.4,95.4,55.6,27.6,2.6,497.4
CN,玉林市,2019,,950.0,25.5,117.5,71.0,46.0,18.0,932.0
CN,玉树州,2019,,400.0,8.0,119.0,26.0,8.0,8.0,392.0
CN,玉溪市,2019,,900.0,26.333333333333332,163.33333333333334,71.0,38.0,13.0,887.0
CN,珠海市,2019,,625.0,16.0,107.75,29.5,18.5,3.5,621.5
CN,瓦房店市,2019,,750.0,28.5,155.0,99.5,38.5,26.0,724.0
CN,甘孜州,2019,,400.0,17.0,106.0,32.5,25.5,17.5,383.0
CN,白城市,2019,,100.0,12.0,146.0,42.0,14.0,6.0,140.0
CN,白山市,2019,,700.0,29.0,150.0,69.0,29.0,10.0,690.0
CN,白银市,2019,,400.0,14.0,146.0,74.0,23.0,8.0,392.0
CN,百色市,2019,,800.0,16.0,131.0,76.0,31.0,37.0,784.0
CN,益阳市,2019,,1250.0,32.0,193.0,103.5,61.5,8.0,1242.0
CN,盐城市,2019,,566.6666666666666,24.333333333333332,224.33333333333334,80.66666666666667,41.333333333333336,8.0,558.6666666666666
CN,盘锦市,2019,,750.0,15.5,238.5,25.0,26.0,7.0,743.0
CN,眉山市,2019,,550.0,33.5,192.0,43.5,30.5,10.5,539.5
CN,石嘴山市,2019,,975.0,54.75,156.5,92.75,25.0,18.25,956.75
CN,石家庄市,2019,,716.6666666666666,38.166666666666664,263.1666666666667,121.83333333333333,33.333333333333336,24.166666666666668,692.5
CN,石河子市,2019,,400.0,28.0,92.0,20.0,10.0,12.0,390.0
CN,福州市,2019,,460.0,22.0,143.0,44.6,20.8,3.4,456.6
CN,秦皇岛市,2019,,1375.0,38.5,268.75,129.0,67.75,24.25,1350.75
CN,章丘市,2019,,400.0,40.0,255.0,72.0,32.0,23.0,377.0
CN,红河州,2019,,600.0,8.0,115.0,25.0,37.0,6.0,594.0
CN,绍兴市,2019,,866.6666666666666,29.0,230.33333333333334,126.66666666666667,72.0,7.333333333333333,859.3333333333333
CN,绥化市,2019,,500.0,19.0,104.5,44.5,18.0,17.5,482.5
CN,绵阳市,2019,,733.3333333333334,51.0,159.66666666666666,60.0,33.666666666666664,3.6666666666666665,729.6666666666667
CN,聊城市,2019,,400.0,22.5,270.5,93.5,22.0,15.0,385.0
CN,肇庆市,2019,,1025.0,43.25,66.75,47.0,35.5,9.0,1016.0
CN,胶南市,2019,,600.0,42.5,155.5,66.5,22.5,8.5,591.5
CN,胶州市,2018,,1300.0,84.0,6.0,270.0,113.0,21.0,1294.0
CN,胶州市,2019,,1200.0,119.0,274.0,176.0,62.0,10.0,1190.0
CN,自贡市,2019,,800.0,40.333333333333336,201.0,79.0,51.0,14.0,786.0
CN,舟山市,2019,,666.6666666666666,26.0,202.33333333333334,39.333333333333336,16.333333333333332,4.666666666666667,662.0
CN,芜湖市,2019,,833.3333333333334,75.66666666666667,221.66666666666666,90.66666666666667,56.666666666666664,9.666666666666666,823.6666666666667
CN,苏州市,2019,,428.57142857142856,50.42857142857143,226.57142857142858,86.57142857142857,41.285714285714285,9.714285714285714,418.85714285714283
CN,茂名市,2019,,600.0,9.666666666666666,112.33333333333333,26.333333333333332,19.333333333333332,2.6666666666666665,597.3333333333334
CN,荆州市,2018,,1200.0,37.0,34.0,104.0,65.0,15.0,1185.0
CN,荆州市,2019,,800.0,65.0,164.0,72.0,37.0,22.0,778.0
CN,荆门市,2019,,566.6666666666666,34.333333333333336,189.33333333333334,76.0,32.666666666666664,13.0,553.6666666666666
CN,荣成市,2019,,1100.0,15.0,186.5,93.5,64.0,6.5,1093.5
CN,莆田市,2019,,580.0,12.8,153.8,45.4,21.2,3.8,576.2
CN,莱州市,2019,,1250.0,49.5,266.0,84.5,40.0,18.5,1231.5
CN,莱芜市,2019,,666.6666666666666,29.666666666666668,238.66666666666666,127.0,37.666666666666664,16.0,650.6666666666666
CN,莱西市,2019,,900.0,43.0,316.0,186.5,62.5,14.5,885.5
CN,菏泽市,2019,,733.3333333333334,22.333333333333332,194.33333333333334,98.33333333333333,30.333333333333332,12.333333333333334,721.0
CN,萍乡市,2019,,1750.0,37.5,159.0,65.5,35.75,22.25,1727.75
CN,营口市,2019,,400.0,14.5,226.5,40.5,22.5,18.0,385.5
CN,葫芦岛市,2019,,966.6666666666666,27.666666666666668,274.6666666666667,126.0,75.33333333333333,13.333333333333334,953.3333333333333
CN,蓬莱市,2019,,1050.0,23.0,209.0,113.0,60.0,31.5,1027.0
CN,蚌埠市,2019,,500.0,23.4,187.8,79.0,27.0,13.2,486.8
CN,衡水市,2019,,300.0,16.5,273.0,75.5,32.0,14.0,286.0
CN,衡阳市,2019,,975.0,47.0,155.5,84.25,51.0,8.25,966.75
CN,衢州市,2019,,766.6666666666666,39.0,156.66666666666666,75.0,48.666666666666664,15.666666666666666,751.0
CN,襄阳市,2019,,600.0,25.333333333333332,188.0,83.66666666666667,38.0,18.333333333333332,581.6666666666666
CN,西双版纳州,2019,,250.0,24.0,129.0,50.5,34.0,8.5,241.5
CN,西宁市,2019,,533.3333333333334,36.333333333333336,143.33333333333334,101.66666666666667,26.333333333333332,9.666666666666666,523.6666666666667
CN,西安市,2019,,525.0,55.5,164.875,58.5,20.0,5.75,519.25
CN,诸暨市,2019,,550.0,22.0,174.5,51.5,34.5,4.0,546.0
CN,贵港市,2019,,900.0,57.333333333333336,152.0,89.66666666666667,56.333333333333336,14.666666666666666,885.3333333333334
CN,贵阳市,2019,,528.5714285714286,26.714285714285715,140.14285714285714,46.142857142857146,27.0,5.571428571428571,523.0
CN,贺州市,2019,,700.0,20.0,118.5,49.0,31.0,13.5,686.5
CN,资阳市,2019,,825.0,51.75,157.25,73.5,40.25,9.25,815.75
CN,赣州市,2019,,1325.0,16.5,122.25,37.25,22.25,12.0,1313.0
CN,赤峰市,2019,,366.6666666666667,21.333333333333332,136.33333333333334,60.666666666666664,18.0,17.0,349.6666666666667
CN,辽源市,2019,,600.0,14.0,189.0,61.0,20.0,5.0,595.0
CN,辽阳市,2019,,566.6666666666666,9.0,190.66666666666666,36.666666666666664,18.0,7.333333333333333,559.3333333333333
CN,达州市,2019,,1300.0,108.0,185.5,151.0,74.5,11.0,1289.0
CN,运城市,2019,,375.0,9.25,198.25,45.25,15.0,3.5,371.5
CN,连云港市,2019,,775.0,23.75,206.25,71.0,37.0,11.5,763.5
CN,通化市,2019,,900.0,44.0,122.0,80.0,30.0,5.0,895.0
CN,通辽市,2019,,500.0,36.5,157.0,104.0,41.0,19.5,480.5
CN,遂宁市,2019,,550.0,54.5,148.0,88.0,33.5,8.5,541.5
CN,遵义市,2019,,640.0,55.6,134.0,49.0,23.0,8.0,632.0
CN,邯郸市,2019,,333.3333333333333,20.333333333333332,241.33333333333334,91.66666666666667,34.333333333333336,6.0,327.3333333333333
CN,邵阳市,2019,,825.0,24.5,176.25,77.75,55.25,17.25,807.75
CN,郑州市,2019,,566.6666666666666,39.0,200.33333333333334,79.0,28.5,8.833333333333334,557.8333333333333
CN,郴州市,2019,,933.3333333333334,29.333333333333332,136.0,57.666666666666664,29.666666666666668,25.0,908.3333333333334
CN,鄂尔多斯市,2019,,640.0,33.4,178.8,55.6,11.8,7.6,632.4
CN,鄂州市,2019,,3800.0,81.0,164.0,123.0,59.0,84.0,3741.0
CN,酒泉市,2019,,1000.0,48.5,146.0,141.0,51.5,12.0,988.0
CN,重庆市,2019,,1157.142857142857,78.42857142857143,175.35714285714286,69.14285714285714,33.57142857142857,7.071428571428571,1150.0714285714284
CN,金华市,2019,,600.0,56.0,197.0,89.5,37.0,8.0,592.0
CN,金昌市,2019,,600.0,25.0,157.33333333333334,37.666666666666664,10.333333333333334,4.666666666666667,595.3333333333334
CN,钦州市,2019,,966.6666666666666,37.333333333333336,152.66666666666666,78.33333333333333,41.0,14.666666666666666,952.0
CN,铁岭市,2019,,650.0,60.0,194.0,110.0,35.0,12.5,637.5
CN,铜川市,2019,,533.3333333333334,57.0,175.0,74.0,51.666666666666664,16.0,517.3333333333334
CN,铜陵市,2019,,820.0,81.6,181.8,121.2,63.8,14.2,805.8
CN,银川市,2019,,600.0,66.5,150.5,74.0,21.5,6.75,593.25
CN,锡林郭勒盟,2019,,100.0,4.0,128.0,23.0,10.0,5.0,124.0
CN,锦州市,2019,,1250.0,22.5,295.25,93.25,80.5,44.0,1227.5
CN,镇江市,2019,,1266.6666666666667,58.666666666666664,223.66666666666666,148.0,142.0,24.0,1242.6666666666667
CN,长春市,2019,,585.7142857142857,42.0,132.85714285714286,49.857142857142854,26.428571428571427,5.285714285714286,580.4285714285713
CN,长沙市,2019,,957.1428571428571,68.42857142857143,207.0,92.0,44.0,8.142857142857142,949.0
CN,长治市,2019,,750.0,18.5,218.5,57.5,32.0,8.0,742.0
CN,阜新市,2019,,675.0,16.5,235.25,139.0,46.0,21.0,658.5
CN,防城港市,2019,,900.0,15.0,182.0,72.0,49.0,5.5,894.5
CN,阳江市,2019,,900.0,17.0,84.0,21.0,22.0,5.0,895.0
CN,阳泉市,2019,,1000.0,52.75,193.25,80.75,38.5,14.75,985.25
CN,阿克苏地区,2019,,600.0,28.0,119.0,36.0,21.5,5.0,595.0
CN,阿勒泰地区,2019,,200.0,23.0,79.0,31.0,5.0,5.0,195.0
CN,阿坝州,2019,,400.0,2.0,125.0,20.0,24.0,7.0,398.0
CN,阿拉善盟,2019,,400.0,9.333333333333334,164.0,48.0,25.0,5.333333333333333,394.6666666666667
CN,陇南市,2019,,350.0,4.5,150.5,44.0,31.0,4.5,345.5
CN,随州市,2019,,1000.0,15.0,185.5,66.5,34.0,9.5,990.5
CN,雅安市,2019,,433.3333333333333,14.333333333333334,170.33333333333334,65.66666666666667,46.333333333333336,7.333333333333333,426.0
CN,青岛市,2019,,1150.0,148.5,264.625,139.875,55.5,11.5,1138.5
CN,鞍山市,2019,,540.0,12.6,207.4,39.0,19.6,7.2,532.8
CN,韶关市,2019,,1133.3333333333333,31.0,101.0,52.0,32.666666666666664,5.0,1128.3333333333333
CN,马鞍山市,2019,,725.0,89.5,211.5,115.0,58.5,18.75,706.25
CN,驻马店市,2019,,166.66666666666666,24.0,195.33333333333334,70.66666666666667,33.333333333333336,5.0,190.33333333333334
CN,鸡西市,2019,,750.0,35.75,66.75,83.5,34.0,7.25,742.75
CN,鹤壁市,2019,,200.0,26.0,244.0,100.0,45.0,7.0,237.0
CN,鹤岗市,2019,,550.0,13.5,75.5,35.5,19.5,7.75,542.25
CN,鹰潭市,2019,,500.0,41.0,172.0,107.5,69.5,9.5,490.5
CN,黄冈市,2019,,1050.0,49.0,221.5,124.5,80.0,33.5,1016.5
CN,黄南州,2019,,800.0,7.0,102.0,55.0,30.0,5.0,795.0
CN,黄山市,2019,,300.0,25.0,103.0,81.0,38.0,13.0,287.0
CN,黄石市,2019,,933.3333333333334,41.0,221.0,97.33333333333333,46.333333333333336,18.0,915.3333333333334
CN,黑河市,2019,,433.3333333333333,11.666666666666666,124.66666666666667,32.0,16.333333333333332,5.333333333333333,428.0
CN,黔东南州,2019,,600.0,39.0,133.0,34.0,26.0,3.0,597.0
CN,黔南州,2019,,500.0,26.0,141.0,44.0,7.0,2.0,498.0
